@RELATION /share/usr/briese/Pythonscrips/models/bacello_fungi_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal27 numeric 
@ATTRIBUTE Vacuole_signal9 numeric 
@ATTRIBUTE AutoCorrelatuion|d=3|1-20|charge numeric 
@ATTRIBUTE maxAutoCorrelation|1-110|charge numeric 
@ATTRIBUTE letterCount|1-20|L|aminoacid numeric 
@ATTRIBUTE letterCount|1-180|A|aminoacid numeric 
@ATTRIBUTE maxPaacount|1-70|hydrophob_slightly|1 numeric 
@ATTRIBUTE Paacount|d=4|-100--1|hydrophob_slightly|1 numeric 
@ATTRIBUTE Paacount|d=5|1-20|unpolar|0 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|polar_polar|1 numeric 
@ATTRIBUTE letterCountNormed|1-20|1|charge_negative numeric 
@ATTRIBUTE maxPaacountNormed|1-10|aliphatic_helix_other|2 numeric 
@ATTRIBUTE letterCount|1-50|1|aliphatic_helix_uncharged numeric 
@ATTRIBUTE Paacount|d=4|1--1|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,mTP,nuc,SR} 
 
@DATA 
802,0,0.0494326324256,25.071256,22.7722466476,1,5,0.11320754717,0.189473684211,0.357142857143,0.266583229036,0.0335570469799,0.75,12,0.316582914573,0,0,0,0,0,nuc 
523,0,8.11274701406e-05,38.562053,35.1685057333,1,8,0.327272727273,0.178947368421,0.428571428571,0.115384615385,0.0333333333333,0.05,22,0.181818181818,0,0,0,0,0,nuc 
896,0,6.69522390852e-05,33.7998245,35.8154748261,2,8,0.183333333333,0.0842105263158,0.428571428571,0.129899216125,0.0103092783505,0.25,23,0.166292134831,0,0,0,0,2,nuc 
328,0,9.75087613282e-05,25.347748125,32.4037856264,3,11,0.236363636364,0.115789473684,0.214285714286,0.101538461538,0.0943396226415,0.25,22,0.145962732919,0,0,0,0,2,nuc 
613,0,3.15897709892e-05,36.357399375,37.9383686535,2,7,0.225806451613,0.147368421053,0.428571428571,0.155737704918,0.0357142857143,0.142857142857,24,0.181219110379,0,0,0,0,0,nuc 
684,0,0.0,48.4440975,39.9810666154,0,13,0.0980392156863,0.221052631579,0.0714285714286,0.173274596182,0.020202020202,0,19,0.138643067847,0,0,0,0,7,nuc 
267,0,0.00431655391835,30.4628845,38.0045388738,1,8,0.283333333333,0.0947368421053,0.142857142857,0.128787878788,0.125,0.0714285714286,17,0.141762452107,0,0,0,0,8,nuc 
1189,4,2.70248115079e-06,34.55799875,36.2020060638,3,8,0.321428571429,0.294736842105,0.571428571429,0.171163575042,0.0,0.05,27,0.263736263736,0,0,1.0,0,0,nuc 
156,0,0.209328056631,40.49072625,42.9173928065,0,13,0.148148148148,0.105263157895,0.0714285714286,0.228758169935,0.238095238095,0.25,19,0.126666666667,0,0,0,0,8,nuc 
238,0,0.000876976250471,26.2032915,34.0359758416,3,7,0.125,0.0947368421053,0.285714285714,0.157446808511,0.06,0.25,25,0.176724137931,0,0,0,0,0,nuc 
153,0,0.000114277985616,29.94135025,35.6031702755,5,8,0.120689655172,0.0736842105263,0.5,0.14,0.0833333333333,0.375,21,0.244897959184,0,0,0,0,0,nuc 
395,0,0.0,30.471446875,34.3502228667,1,8,0.27868852459,0.0947368421053,0.285714285714,0.112244897959,0.0740740740741,0.125,18,0.192802056555,0,0,0,0,0,nuc 
201,0,7.95553455773e-05,46.485336875,35.7715118692,2,8,0.111111111111,0.0421052631579,0.285714285714,0.222222222222,0.0,0.25,22,0.215384615385,0,0,0,0,0,nuc 
710,0,0.0104518560545,50.78873,42.0429342574,2,8,0.118644067797,0.0526315789474,0.142857142857,0.182461103253,0.0,0.0714285714286,16,0.161931818182,0,0,0,0,0,nuc 
747,5,0.0209266920898,47.7547625,41.0522447222,1,7,0.207547169811,0.168421052632,0.285714285714,0.158602150538,0.0,0.25,12,0.163292847503,0,0,0,0,0,nuc 
663,4,0.0,52.830035,36.1401163148,0,11,0.127272727273,0.147368421053,0.0714285714286,0.174242424242,0.00917431192661,0.125,17,0.17199391172,0,0,0,0,0,nuc 
552,0,4.51289065149e-06,36.566788125,38.3892273465,3,10,0.0677966101695,0.105263157895,0.285714285714,0.103825136612,0.0434782608696,0.125,24,0.161172161172,0,0,0,0,0,nuc 
647,0,2.81457952739e-05,31.229290625,41.2914251717,3,11,0.134615384615,0.147368421053,0.5,0.180124223602,0.030303030303,0.0714285714286,27,0.13104524181,0,0,0,0,8,nuc 
486,1,0.0620569846547,45.02303325,43.4466815165,0,14,0.132075471698,0.105263157895,0.214285714286,0.178053830228,0.0597014925373,0.0714285714286,20,0.10625,0,0,0,0,0,nuc 
58,0,7.8751637242e-06,38.432328,44.0832993725,3,2,0.238095238095,0.188679245283,0.428571428571,0.145454545455,0.166666666667,0.125,23,0.0576923076923,0,0,0,0,0,nuc 
810,1,0.000305718538037,45.3786208125,46.2724431373,4,15,0.114754098361,0.0947368421053,0.357142857143,0.245353159851,0.0,0.125,19,0.165422885572,0,0,0,0,0,nuc 
618,5,0.157455557012,41.04038875,39.1176281389,1,15,0.107142857143,0.136842105263,0.142857142857,0.20487804878,0.0162601626016,0.142857142857,14,0.148692810458,0,0,0,0,7,nuc 
414,0,0.0202598426973,26.322070625,30.18925176,1,14,0.283018867925,0.536842105263,0.285714285714,0.133819951338,0.0819672131148,0.214285714286,13,0.218137254902,0,0,0,0,0,nuc 
685,7,0.00064289909505,28.2577885,39.1718776481,0,10,0.132075471698,0.0421052631579,0.285714285714,0.24780058651,0.0406504065041,0.125,21,0.154639175258,0,0,0,0,0,nuc 
511,7,8.52944397782e-05,32.7674191875,36.4164476923,3,18,0.213114754098,0.0842105263158,0.642857142857,0.198818897638,0.0222222222222,0.0714285714286,26,0.118811881188,0,0,0,0,0,nuc 
484,2,0.0,37.388058625,37.7778013333,0,10,0.0677966101695,0.105263157895,0.285714285714,0.257796257796,0.0322580645161,0.0555555555556,24,0.207112970711,0,0,0,0,0,nuc 
2108,0,0.000687650350363,30.458777,36.6497032,3,8,0.132352941176,0.0736842105263,0.285714285714,0.134916864608,0.0125523012552,0.0714285714286,25,0.136060894386,0,0,0,0,0,nuc 
191,0,0.0,36.39024975,34.373875165,6,6,0.242424242424,0.0526315789474,0.428571428571,0.143617021277,0.153846153846,0,24,0.145945945946,0,0,0,0,2,nuc 
836,1,0.00320622583095,39.249201,40.63581653,1,6,0.0806451612903,0.0315789473684,0.0,0.192076830732,0.0229007633588,0.25,16,0.214457831325,0,0,0,0,0,nuc 
587,0,0.00100711182491,31.4838975,34.9233955514,2,6,0.118644067797,0.126315789474,0.142857142857,0.166095890411,0.0169491525424,0.5,22,0.177280550775,0,0,0,0,8,nuc 
560,0,0.000951438201734,39.898493,41.16576636,3,3,0.0793650793651,0.0736842105263,0.0,0.231597845601,0.0285714285714,0.25,14,0.218411552347,0,0,0,0,0,nuc 
216,0,0.00511095011964,35.1987825,34.7116698854,2,10,0.0943396226415,0.0631578947368,0.285714285714,0.206572769953,0.0444444444444,0.125,18,0.209523809524,0,0,0,0,0,nuc 
140,0,7.07813479068e-05,29.742443625,35.9651616774,5,5,0.125,0.0947368421053,0.214285714286,0.255474452555,0.166666666667,0.142857142857,21,0.201492537313,0,0,0,0,0,nuc 
380,3,0.269810651279,46.21477725,38.9105719815,0,7,0.06,0.0947368421053,0.0714285714286,0.135278514589,0.0961538461538,0.25,15,0.120320855615,0,0,1.0,0,8,nuc 
665,0,5.0387150248e-06,29.7458965,35.7576035275,2,13,0.142857142857,0.0526315789474,0.285714285714,0.132930513595,0.037037037037,0,25,0.162367223065,1,0,0,0,8,nuc 
944,1,0.00123524831396,32.111799875,38.8208336667,2,6,0.163636363636,0.0631578947368,0.357142857143,0.285866099894,0.0153846153846,0.25,20,0.186567164179,0,0,0,0,0,nuc 
441,0,0.0,37.912581,34.1757997802,2,8,0.132075471698,0.0421052631579,0.214285714286,0.228310502283,0.0365853658537,0.125,27,0.190804597701,0,0,0,0,2,nuc 
451,0,0.0,27.66668375,31.1783758416,4,5,0.116666666667,0.0421052631579,0.214285714286,0.189732142857,0.0348837209302,0.25,26,0.173033707865,0,0,0,0,0,nuc 
520,1,0.060241676775,50.17637825,44.1162444505,1,19,0.135593220339,0.189473684211,0.214285714286,0.168278529981,0.0128205128205,0.125,15,0.134241245136,0,0,0,0,2,nuc 
1132,0,0.000154457092817,35.123128875,32.0347157429,3,11,0.147058823529,0.126315789474,0.357142857143,0.131975199291,0.0202702702703,0.125,23,0.159857904085,0,0,0,0,0,nuc 
157,0,0.056233497513,25.87995,34.342380049,2,5,0.16,0.0421052631579,0.142857142857,0.162337662338,0.115384615385,0.5,26,0.211920529801,0,0,0,0,8,nuc 
376,1,0.0,37.48367875,35.9833996667,3,11,0.0961538461538,0.168421052632,0.428571428571,0.12600536193,0.0222222222222,0,26,0.108108108108,0,0,1.0,0,8,nuc 
406,2,0.0,25.824431,34.2740393265,1,9,0.15873015873,0.126315789474,0.142857142857,0.218362282878,0.0547945205479,0.125,18,0.21,0,0,0,0,0,nuc 
535,2,0.00582796069282,43.34132625,41.7139167778,3,8,0.220338983051,0.0210526315789,0.214285714286,0.135338345865,0.027397260274,0.25,23,0.162570888469,0,0,0,0,8,nuc 
620,5,0.0,28.67157,45.9385519375,2,5,0.169491525424,0.136842105263,0.214285714286,0.178282009724,0.0547945205479,0.25,16,0.171009771987,0,0,0,0,0,nuc 
455,4,1.48175967378e-05,31.0240915,37.7308013571,3,13,0.109375,0.136842105263,0.0714285714286,0.0951327433628,0.106382978723,0.25,26,0.100222717149,0,0,0,0,0,nuc 
479,6,0.0,30.935603125,36.0044104574,1,9,0.272727272727,0.105263157895,0.5,0.0924369747899,0.0338983050847,0.125,29,0.126849894292,0,0,0,0,0,nuc 
445,7,0.000279715952693,34.893184625,36.5679666471,1,4,0.169491525424,0.0947368421053,0.214285714286,0.255656108597,0.00970873786408,0.125,20,0.19589977221,0,0,0,0,0,nuc 
568,0,0.0,34.30717775,37.3507584632,0,10,0.137254901961,0.0842105263158,0.785714285714,0.152212389381,0.0,0.125,24,0.122775800712,0,0,0,0,8,nuc 
536,0,8.6927089221e-06,39.65225875,39.4324215769,2,3,0.102941176471,0.115789473684,0.428571428571,0.129455909944,0.013698630137,0.0714285714286,20,0.141509433962,0,0,0,0,0,nuc 
222,0,0.0,24.267502125,32.2467614444,0,7,0.102941176471,0.0736842105263,0.0714285714286,0.24200913242,0.111111111111,0.25,17,0.162037037037,0,0,0,0,2,nuc 
1205,4,0.0,36.0621475,37.3732947912,2,6,0.12962962963,0.136842105263,0.214285714286,0.130615640599,0.00680272108844,0.142857142857,23,0.149291075897,0,0,0,0,0,nuc 
607,2,0.00925782790535,46.6919588125,46.0218518191,0,19,0.179104477612,0.0736842105263,0.357142857143,0.183774834437,0.0,0,26,0.153078202995,0,1,0,0,8,nuc 
114,0,0.000504524894842,27.890715625,33.7507766064,3,5,0.0793650793651,0.0736842105263,0.142857142857,0.234234234234,0.16,0.125,20,0.185185185185,0,0,0,0,2,nuc 
431,0,0.000227143004766,36.0781825,37.1517506535,1,14,0.166666666667,0.0947368421053,0.357142857143,0.142523364486,0.0666666666667,0.25,27,0.209411764706,0,0,0,0,8,nuc 
1066,0,0.0238957578937,33.93781625,35.3262692037,1,12,0.147058823529,0.0947368421053,0.214285714286,0.150517403575,0.0208333333333,0.25,20,0.158490566038,0,0,1.0,0,2,nuc 
175,0,8.73184707749e-05,46.16063525,40.85947914,1,15,0.209677419355,0.178947368421,0.5,0.156976744186,0.0,0.0714285714286,24,0.183431952663,1,0,0,0,8,nuc 
727,2,0.0,35.048105125,38.2788882222,4,15,0.0923076923077,0.168421052632,0.142857142857,0.127071823204,0.025641025641,0.125,27,0.219140083218,0,1,0,0,0,nuc 
421,1,0.0126493791886,40.07509,40.6570983208,1,9,0.2,0.0421052631579,0.357142857143,0.133971291866,0.0425531914894,0.25,12,0.134939759036,0,0,0,0,0,nuc 
577,0,0.00013521935574,41.422815375,39.3625265686,1,8,0.15,0.189473684211,0.214285714286,0.108013937282,0.0169491525424,0.0714285714286,23,0.103327495622,0,0,0,0,0,nuc 
775,0,0.00803020411359,28.1947765,35.3365175385,2,2,0.175438596491,0.0631578947368,0.214285714286,0.128238341969,0.0581395348837,0.125,17,0.174252275683,0,0,0,0,0,nuc 
875,1,0.00222323776083,43.47766475,45.4554642222,3,16,0.223880597015,0.157894736842,0.357142857143,0.147935779817,0.0,0.0714285714286,22,0.118527042578,0,0,0,0,0,nuc 
513,0,0.00481152957678,38.2558809375,39.5775627714,1,24,0.140350877193,0.126315789474,0.142857142857,0.141176470588,0.0454545454545,0.05,24,0.108481262327,1,0,0,0,2,nuc 
1014,0,0.06530953495,58.6372,45.17011074,0,6,0.206896551724,0.147368421053,0.214285714286,0.180019782394,0.00625,0.125,10,0.149801587302,0,1,1.0,0,2,nuc 
1071,4,0.0139426004431,38.5623365,37.3289032609,1,7,0.109375,0.0526315789474,0.214285714286,0.158239700375,0.0285714285714,0.25,24,0.132394366197,0,1,1.0,0,8,nuc 
455,7,0.000198951833053,22.82599825,36.0441408163,2,4,0.232142857143,0.178947368421,0.285714285714,0.143805309735,0.09375,0.0714285714286,15,0.178173719376,0,0,0,0,0,nuc 
251,2,1.81081505765e-06,40.2451155,34.50523208,4,11,0.173076923077,0.157894736842,0.285714285714,0.145161290323,0.117647058824,0.0555555555556,18,0.195918367347,0,0,0,0,8,nuc 
503,0,8.12399562051e-05,47.597928,35.7149968411,2,14,0.203125,0.157894736842,0.357142857143,0.126,0.0,0.05,22,0.12676056338,0,0,0,0,0,nuc 
280,1,0.00433138214337,31.4699735,36.1557358835,1,5,0.122807017544,0.0421052631579,0.142857142857,0.212996389892,0.0925925925926,0.25,20,0.149635036496,0,0,0,0,8,nuc 
1145,2,1.58525739258e-05,30.194723125,35.3856777196,1,6,0.107692307692,0.221052631579,0.571428571429,0.15061295972,0.0194805194805,0.0714285714286,26,0.140474100088,0,1,1.0,0,8,nuc 
444,0,0.00450349904193,37.4252125,41.3396017527,1,15,0.245283018868,0.0526315789474,0.285714285714,0.179138321995,0.0740740740741,0.25,22,0.123287671233,0,0,0,0,0,nuc 
588,0,7.668169691e-05,38.287877,38.9807828333,2,7,0.0952380952381,0.126315789474,0.285714285714,0.162393162393,0.0128205128205,0.142857142857,16,0.137457044674,0,1,1.0,0,2,nuc 
242,0,0.0,30.96610625,38.4329009697,1,5,0.132075471698,0.0842105263158,0.214285714286,0.146443514644,0.0606060606061,0.25,19,0.21186440678,0,0,0,0,8,nuc 
629,0,0.0,27.3431265,35.770497299,1,8,0.150943396226,0.0842105263158,0.214285714286,0.127795527157,0.0810810810811,0.125,24,0.121990369181,0,0,0,0,0,nuc 
469,7,0.00498961200484,39.8914,41.6756547391,0,3,0.205882352941,0.0947368421053,0.142857142857,0.25321888412,0.0117647058824,0.0714285714286,17,0.153347732181,0,0,0,0,0,nuc 
583,0,0.000490358433663,36.7154330625,38.4452816733,1,12,0.25,0.178947368421,0.428571428571,0.224137931034,0.0217391304348,0.0555555555556,24,0.147313691508,1,0,0,0,0,nuc 
379,0,0.000483102102643,42.420360875,39.1172785455,2,15,0.2,0.189473684211,0.357142857143,0.170212765957,0.0,0.375,18,0.174262734584,0,0,0,0,0,nuc 
849,5,0.000456805187599,34.36448125,44.7568619118,2,4,0.103448275862,0.0842105263158,0.0714285714286,0.185579196217,0.0367647058824,0.25,15,0.154211150652,0,1,1.0,0,0,nuc 
899,4,0.0,31.302356875,38.754067514,1,13,0.203389830508,0.0842105263158,0.5,0.155133928571,0.0236220472441,0.375,20,0.138857782755,0,0,0,0,0,nuc 
2413,2,2.86131163407e-05,26.383635,33.8291191111,3,10,0.338235294118,0.115789473684,0.428571428571,0.132365145228,0.0127388535032,0.5,17,0.139177399252,0,0,0,0,0,nuc 
530,4,6.24823310876e-05,31.665882875,40.0586848478,4,5,0.137931034483,0.0947368421053,0.285714285714,0.206831119545,0.0537634408602,0.05,21,0.166030534351,0,1,0,0,0,nuc 
208,0,7.53819956057e-05,40.887473875,38.0869456275,4,6,0.101694915254,0.0842105263158,0.214285714286,0.185365853659,0.0625,0.0555555555556,22,0.143564356436,0,0,0,0,8,nuc 
213,0,9.28948373902e-05,29.788764625,38.5044423656,2,7,0.132352941176,0.0631578947368,0.285714285714,0.17619047619,0.0606060606061,0.142857142857,22,0.135265700483,0,0,0,0,8,nuc 
194,0,7.5188089014e-06,25.6399205,34.2439909892,1,13,0.180327868852,0.136842105263,0.357142857143,0.109947643979,0.172413793103,0.125,28,0.154255319149,0,0,0,0,0,nuc 
1522,0,0.00135487557602,34.358623,36.707038233,2,16,0.416666666667,0.126315789474,0.214285714286,0.154707044108,0.0194174757282,0.125,28,0.207783641161,0,0,0,0,8,nuc 
1075,1,1.60477005871e-05,31.314413375,35.7391991319,3,10,0.14,0.126315789474,0.142857142857,0.151119402985,0.0217391304348,0.0714285714286,25,0.156220767072,0,0,0,0,8,nuc 
3227,0,0.000659208699575,38.74040875,36.4087458476,0,8,0.16,0.0842105263158,0.357142857143,0.13182382134,0.0,0.25,18,0.169202111146,1,0,1.0,0,0,nuc 
544,0,0.000531131920627,24.961475375,40.1771344301,1,13,0.10447761194,0.147368421053,0.142857142857,0.184842883549,0.0681818181818,0.25,14,0.14312267658,0,0,1.0,0,1,nuc 
370,0,2.09192925034e-05,33.36063575,38.3254428081,2,12,0.274193548387,0.105263157895,0.642857142857,0.114441416894,0.0,0,28,0.107142857143,0,0,0,0,1,nuc 
442,2,0.0,44.814671625,43.332119117,1,11,0.118644067797,0.115789473684,0.428571428571,0.141230068337,0.0,0,24,0.116972477064,0,0,0,0,1,nuc 
923,0,0.0,36.53053725,37.8441156364,2,10,0.140625,0.0315789473684,0.5,0.153260869565,0.00729927007299,0.25,25,0.133042529989,0,0,0,0,0,nuc 
606,2,0.0,48.37614375,39.8708465943,2,8,0.111111111111,0.168421052632,0.285714285714,0.16583747927,0.0116279069767,0.25,15,0.156666666667,0,0,0,0,0,nuc 
1140,2,8.06076880092e-05,25.793571375,37.0101814565,2,8,0.1,0.126315789474,0.5,0.197009674582,0.0284090909091,0.0714285714286,18,0.155202821869,0,0,0,0,0,nuc 
628,1,4.22094151104e-05,40.64276925,39.2099488617,3,14,0.206349206349,0.126315789474,0.642857142857,0.1072,0.0111111111111,0.125,27,0.194533762058,0,0,0,0,8,nuc 
614,5,0.0,22.06117475,33.3423341444,2,12,0.12,0.0842105263158,0.357142857143,0.137479541735,0.0864197530864,0.25,19,0.169407894737,0,0,0,0,0,nuc 
2386,1,0.0236575408613,42.640236625,37.8433281481,3,10,0.126984126984,0.126315789474,0.357142857143,0.119177507344,0.00727272727273,0.125,20,0.136554621849,0,0,0,0,0,nuc 
648,0,0.0,36.753857,37.2543111359,2,9,0.224137931034,0.157894736842,0.571428571429,0.144186046512,0.0123456790123,0.125,29,0.146417445483,0,1,0,0,0,nuc 
1290,0,4.44658467374e-05,37.989429,39.6482176863,0,7,0.241379310345,0.0736842105263,0.428571428571,0.188811188811,0.00877192982456,0.0555555555556,27,0.142523364486,0,0,1.0,0,8,nuc 
504,0,0.0,34.696820625,37.3351732708,2,12,0.156862745098,0.210526315789,0.285714285714,0.175648702595,0.0149253731343,0.05,27,0.180722891566,0,0,0,0,8,nuc 
821,0,0.00159969390128,35.01899125,37.7051171648,1,4,0.0961538461538,0.178947368421,0.214285714286,0.157701711491,0.01,0.25,25,0.163190184049,0,0,0,0,2,nuc 
238,0,0.000894703187792,32.02361625,36.8330551075,0,13,0.28125,0.126315789474,0.642857142857,0.102127659574,0.037037037037,0.375,26,0.073275862069,0,0,0,0,8,nuc 
1309,3,0.000156572000755,36.36993425,33.7632300303,1,6,0.196428571429,0.0631578947368,0.428571428571,0.176875957121,0.00480769230769,0.111111111111,20,0.193399846508,0,1,0,0,0,nuc 
1006,0,0.0,46.19575625,36.458945463,1,16,0.161764705882,0.221052631579,0.5,0.169491525424,0.0,0.125,23,0.169,0,0,0,0,8,nuc 
367,0,0.00118678188016,37.572286875,38.3952552826,1,9,0.2,0.0842105263158,0.5,0.104395604396,0.0,0.125,24,0.0941828254848,0,1,0,0,8,nuc 
561,2,0.000262553273109,33.70004,39.106176781,2,9,0.19298245614,0.0842105263158,0.428571428571,0.145161290323,0.0246913580247,0.25,28,0.203603603604,0,0,0,0,0,nuc 
827,0,0.0,39.425169875,36.7962649333,3,6,0.0983606557377,0.0315789473684,0.357142857143,0.217233009709,0.015503875969,0,28,0.193666260658,0,0,0,0,0,nuc 
279,0,0.0,32.3036135,35.3044312111,0,17,0.296296296296,0.2,0.5,0.0978260869565,0.0666666666667,0.05,25,0.131868131868,0,0,0,0,8,nuc 
273,0,0.000150415081877,28.4567605,34.0022858586,0,9,0.275862068966,0.105263157895,0.428571428571,0.151851851852,0.0555555555556,0.25,24,0.164794007491,0,0,0,0,8,nuc 
104,0,0.00317013873619,38.44347375,34.4676210707,1,2,0.193548387097,0.0631578947368,0.357142857143,0.0594059405941,0.176470588235,0.0714285714286,24,0.163265306122,0,0,0,0,0,nuc 
122,0,0.00479327841974,30.587270375,33.8846270879,0,5,0.160714285714,0.0631578947368,0.5,0.109243697479,0.166666666667,0.25,20,0.146551724138,0,0,0,0,8,nuc 
310,1,0.000393634269661,29.1624215,38.4972435,2,8,0.1,0.0631578947368,0.214285714286,0.179153094463,0.0588235294118,0.0714285714286,20,0.203947368421,0,0,0,0,0,nuc 
1275,0,0.00169156304336,37.03359325,34.5334095566,1,6,0.183333333333,0.0736842105263,0.5,0.141509433962,0.0116279069767,0,33,0.223010244287,1,0,0,0,2,nuc 
1082,0,0.000312780566273,30.203499375,35.0384688173,2,12,0.220338983051,0.178947368421,0.357142857143,0.118628359592,0.0285714285714,0.25,20,0.145910780669,0,0,0,0,0,nuc 
1114,5,0.00253475503842,31.22972725,36.1217038333,2,10,0.147058823529,0.115789473684,0.285714285714,0.216921692169,0.0224719101124,0.05,17,0.16155234657,0,0,0,0,0,nuc 
368,0,0.0,34.85673725,36.6737676667,2,22,0.0769230769231,0.0947368421053,0.357142857143,0.167123287671,0.0181818181818,0.125,21,0.196132596685,1,0,1.0,0,8,nuc 
778,0,0.0015635035729,34.4627735,35.0109117282,2,8,0.21568627451,0.0947368421053,0.428571428571,0.14064516129,0.0326086956522,0.142857142857,19,0.187823834197,0,1,0,0,8,nuc 
1400,6,0.000692528323195,31.24760775,36.8153999121,2,5,0.280701754386,0.105263157895,0.428571428571,0.125268432355,0.0186335403727,0.05,17,0.165710186514,0,0,0,0,0,nuc 
1916,2,0.0,39.83114775,38.368012433,0,5,0.266666666667,0.136842105263,0.0,0.158389963408,0.0158102766798,0.125,14,0.179057591623,0,0,0,0,0,nuc 
837,0,0.0145185782285,39.27698625,35.6413765481,2,3,0.0980392156863,0.0526315789474,0.285714285714,0.154676258993,0.00729927007299,0.125,17,0.148014440433,1,0,0,0,2,nuc 
322,7,0.0339280601104,29.949345375,46.4451583763,3,13,0.10447761194,0.0842105263158,0.357142857143,0.210031347962,0.0416666666667,0.25,13,0.110759493671,0,0,0,0,2,nuc 
494,0,0.0,29.431465375,36.1003270222,1,8,0.14,0.0736842105263,0.285714285714,0.156822810591,0.0568181818182,0.214285714286,24,0.141393442623,0,0,0,0,0,nuc 
296,0,0.00613767050583,35.979306625,35.6332775556,0,7,0.147058823529,0.0421052631579,0.357142857143,0.156996587031,0.0,0.125,24,0.213793103448,0,0,0,0,8,nuc 
369,5,8.23140770933e-05,34.82812875,41.7391252745,1,7,0.0952380952381,0.115789473684,0.142857142857,0.185792349727,0.0655737704918,0.125,13,0.146005509642,0,0,0,0,0,nuc 
564,4,0.0,42.517609125,36.8522073796,1,9,0.116666666667,0.0631578947368,0.428571428571,0.19073083779,0.0253164556962,0,19,0.125448028674,0,1,1.0,0,0,nuc 
220,3,0.00552379698399,26.51490125,36.7048842796,0,10,0.238095238095,0.2,0.571428571429,0.170506912442,0.142857142857,0.125,26,0.224299065421,0,0,0,0,8,nuc 
1689,0,0.000326025662429,35.690337375,36.0240235876,0,8,0.15,0.115789473684,0.571428571429,0.130486358244,0.00900900900901,0.375,24,0.152703505645,0,0,1.0,0,8,nuc 
1234,0,0.00357568868645,26.02636875,37.6519383226,0,14,0.177419354839,0.0947368421053,0.285714285714,0.119415109667,0.020979020979,0.625,19,0.109120521173,0,1,0,0,0,nuc 
415,1,0.000492150698159,27.185352,37.2565840652,0,13,0.163636363636,0.189473684211,0.357142857143,0.128640776699,0.0769230769231,0.125,19,0.141809290954,0,0,0,0,0,nuc 
326,0,0.0201589961239,42.882799375,38.5377693704,0,9,0.145161290323,0.105263157895,0.0,0.1826625387,0.037037037037,0.25,22,0.190625,0,0,0,0,8,nuc 
137,0,0.0480877353133,40.77636225,34.7608915,1,14,0.25,0.168421052632,0.428571428571,0.119402985075,0.0,0.05,25,0.167938931298,0,0,0,0,8,nuc 
125,0,0.0,27.64990475,36.2630141196,4,8,0.19298245614,0.126315789474,0.5,0.0983606557377,0.214285714286,0,28,0.100840336134,0,0,0,0,8,nuc 
71,0,0.0,37.8380245,36.4648771385,0,1,0.12,0.0606060606061,0.571428571429,0.161764705882,0.2,0.05,30,0.0615384615385,0,1,0,0,8,nuc 
120,0,0.0,32.7567585,38.2585656737,4,13,0.125,0.0947368421053,0.285714285714,0.111111111111,0.2,0.125,25,0.105263157895,0,1,0,0,8,nuc 
1224,0,0.000857898824105,22.43414625,31.2673707527,1,10,0.169491525424,0.105263157895,0.214285714286,0.137592137592,0.0409356725146,0.25,22,0.117405582923,0,1,0,0,0,nuc 
318,0,0.00070751579811,33.406594625,32.3590857714,0,14,0.133333333333,0.147368421053,0.214285714286,0.136507936508,0.0961538461538,0.25,24,0.141025641026,0,1,0,0,8,nuc 
135,0,0.0,29.5001805,36.3356773163,2,15,0.14,0.0631578947368,0.285714285714,0.151515151515,0.2,0.25,25,0.0852713178295,0,0,1.0,0,8,nuc 
221,1,0.0,51.72179475,38.7065806944,1,11,0.08,0.0842105263158,0.214285714286,0.279816513761,0.0408163265306,0.0714285714286,21,0.167441860465,0,0,1.0,0,8,nuc 
215,0,0.0093674404685,48.413455625,36.5897829905,1,8,0.107142857143,0.136842105263,0.214285714286,0.141509433962,0.1,0.375,23,0.133971291866,0,0,0,0,8,nuc 
155,0,0.0,20.205625625,35.4993633187,0,9,0.161290322581,0.0947368421053,0.0714285714286,0.197368421053,0.222222222222,0.25,20,0.187919463087,0,0,0,0,8,nuc 
172,0,0.0,34.413424,36.7073961682,4,10,0.184615384615,0.105263157895,0.642857142857,0.0532544378698,0.047619047619,0.0714285714286,31,0.114457831325,0,0,0,0,0,nuc 
146,0,0.0,25.025133,33.1178561444,1,12,0.16,0.157894736842,0.428571428571,0.111888111888,0.181818181818,0.125,26,0.121428571429,0,0,0,0,8,nuc 
122,0,0.0,39.18781,36.5788727802,1,2,0.142857142857,0.0947368421053,0.0714285714286,0.226890756303,0.176470588235,0,25,0.155172413793,0,0,0,0,8,nuc 
63,0,0.00640813286117,36.980998,42.772356625,0,6,0.241379310345,0.241379310345,0.642857142857,0.0833333333333,0.0,0.125,29,0.0175438596491,0,0,0,0,8,nuc 
125,0,0.00145420728505,25.5194875,35.1274902198,0,9,0.245283018868,0.136842105263,0.571428571429,0.0901639344262,0.190476190476,0.125,27,0.159663865546,0,1,0,0,8,nuc 
1460,0,0.000500099687747,36.1306615,36.941975028,1,19,0.178571428571,0.0947368421053,0.357142857143,0.120109814688,0.0169491525424,0.125,23,0.110729023384,0,0,0,0,8,nuc 
