@RELATION /share/usr/briese/Pythonscrips/models/multiloc_plants_dbm_p+p_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Peroxi_signal1 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal12 numeric 
@ATTRIBUTE Chloro_signal2 numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-20|hydrophob numeric 
@ATTRIBUTE property_sum|1-10|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=6|1-50|charge numeric 
@ATTRIBUTE letterCount|1-50|S|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|1-80|leucine|L numeric 
@ATTRIBUTE maxPaacount|1-120|cysteine|C numeric 
@ATTRIBUTE maxPaacount|1-120|lysine|K numeric 
@ATTRIBUTE letterCount|1-120|F|aminoacid numeric 
@ATTRIBUTE letterCount|1-120|W|aminoacid numeric 
@ATTRIBUTE Paacount|d=2|1-100|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|-40--1|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacount|1-30|charge_negative|1 numeric 
@ATTRIBUTE Paacount|d=3|1-20|structure_helix|1 numeric 
@ATTRIBUTE minPaacount|1--1|structure_helix|1 numeric 
@ATTRIBUTE letterCount|1-20|2|size_large numeric 
@ATTRIBUTE maxPaacount|1--1|hydroxylated_hydroxy|1 numeric 
@ATTRIBUTE Paacount|d=2|1--1|aliphatic_helix_uncharged|1 numeric 
@ATTRIBUTE prosite_clust_SR numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mTP numeric 
@ATTRIBUTE prosite_clust_cTP numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE response {cyt,cTP,ER,ex,gol,mTP,nuc,per,mem,vac,cyt_nuc,ex_mem,cyt_mem,cyt_mTP,nuc_mTP,ER_ex,ex_nuc} 
 
@DATA 
208,36,0.0,5.011,3.154,-1.246,0,0.1225355,67.744,45.0262686977,2,0.00333333333333,0.01,0.029702970297,2,1,0.0824742268041,0.131578947368,0.0416666666667,0.1875,0.0140726146918,10,0.0942408376963,0.220588235294,0,0,1,0,0,0,nuc 
124,45,0.0,4.921,2.794,-0.772,0,0.157260388889,60.356,37.9871063256,3,0.0027027027027,0,0.0291262135922,5,0,0.103092783505,0.0789473684211,0,0.125,0.0122636688809,8,0.113043478261,0.258333333333,0,0,0,0,0,0,nuc 
637,18,0.0,5.753,3.617,-1.195,1,0.158386,54.595,39.1070176279,3,0.012987012987,0,0.0272727272727,1,0,0.0618556701031,0.105263157895,0.0666666666667,0.375,0.011961722488,12,0.0963081861958,0.241706161137,0,0,1,0,0,0,nuc 
796,36,0.0,5.998,2.125,-2.08,0,0.124947388889,52.892,39.9048877209,8,0.0128205128205,0.00961538461538,0.0512820512821,1,1,0.0309278350515,0.0526315789474,0.105263157895,0.0,0.00950764006791,9,0.100882723834,0.14898989899,0,0,1,0,0,0,nuc 
1088,18,0.0,5.478,2.195,-2.746,0,0.260565111111,48.338,33.9035184651,4,0.00438596491228,0.017094017094,0.01,2,1,0.113402061856,0.0526315789474,0.0526315789474,0.0625,0.00932274453707,8,0.108938547486,0.151291512915,0,0,1,0,0,0,nuc 
716,18,0.0,4.868,4.478,-2.647,0,0.185730111111,50.474,35.8368387442,2,0.00877192982456,0,0.00990099009901,7,0,0.0515463917526,0.0789473684211,0.142857142857,0.5,0.0118137069292,10,0.121776504298,0.252808988764,0,0,1,0,0,0,nuc 
489,54,0.0,5.731,5.049,-2.26,0,0.210246444444,47.644,35.3252323721,5,0.01,0,0.00847457627119,2,0,0.0721649484536,0.0135135135135,0.0416666666667,0.0625,0.0146198830409,5,0.136363636364,0.268041237113,0,0,0,0,0,0,nuc 
488,54,0.0,4.731,5.26,-2.557,0,0.168743,47.292,35.5753949302,7,0.0133333333333,0,0.00862068965517,3,0,0.0618556701031,0.0135135135135,0.0416666666667,0.0625,0.0138622788234,7,0.150515463918,0.239669421488,0,0,0,0,0,0,nuc 
161,12,0.0,5.659,1.983,-3.069,0,0.182603444444,50.89,32.6927145581,2,0.0128205128205,0,0.00934579439252,3,2,0.0515463917526,0.0526315789474,0.125,0.125,0.0154135338346,7,0.1875,0.210191082803,0,0,1,0,0,0,nuc 
248,45,0.0,5.426,1.637,-1.769,0,0.287595222222,53.622,36.0448348372,5,0.00176056338028,0,0.02,3,2,0.0515463917526,0.0810810810811,0.0384615384615,0.0625,0.0082198818392,8,0.0974576271186,0.241803278689,0,0,1,0,0,0,nuc 
164,45,0.0,5.903,2.039,-2.219,1,0.141478944444,67.681,41.5754155814,4,0.0128205128205,0,0.00909090909091,3,3,0.0309278350515,0.0405405405405,0,0.3125,0.0136179609864,13,0.165605095541,0.225,0,0,1,0,0,0,nuc 
342,36,0.0,5.259,2.665,-4.667,0,0.0527704444444,58.99,32.9796635349,2,0.0128205128205,0,0.0194174757282,2,0,0.0618556701031,0.0789473684211,0.115384615385,0.0625,0.0124223602484,13,0.10303030303,0.325443786982,0,0,1,0,0,0,nuc 
221,63,0.0,4.417,2.733,-2.498,1,0.334971888889,49.777,36.7417091163,1,0.0011655011655,0.00892857142857,0.00970873786408,8,2,0.123711340206,0.0526315789474,0.0555555555556,0.0,0.0115789473684,8,0.073732718894,0.299539170507,0,0,1,0,0,0,nuc 
623,27,0.0,6.221,3.647,-1.826,0,0.183368111111,54.378,29.8386098605,6,0.00438596491228,0,0.00877192982456,4,5,0.0309278350515,0.105263157895,0.133333333333,0.0,0.0108410561287,7,0.117932148627,0.252019386107,0,0,1,0,0,0,nuc 
344,12,0.0,4.652,1.786,-1.44,0,0.168580777778,43.502,34.2155633023,12,0.00133689839572,0,0.01,3,2,0.020618556701,0.131578947368,0.0555555555556,0.0,0.0120580087991,4,0.129032258065,0.214705882353,0,0,1,0,0,0,nuc 
375,36,0.0,5.545,4.238,-1.457,0,0.234955,63.376,38.9143948837,6,0.0512820512821,0,0.018018018018,2,0,0.0721649484536,0.105263157895,0,0.4375,0.0110020814749,14,0.129032258065,0.307277628032,0,0,1,0,0,0,nuc 
319,18,0.0,4.957,2.634,-2.264,0,0.179535666667,55.041,37.9389430698,2,0.00649350649351,0.0181818181818,0.0175438596491,6,0,0.123711340206,0.0789473684211,0.1,0.125,0.00836120401338,12,0.0996677740864,0.257142857143,0,0,1,0,0,0,nuc 
319,27,0.0,5.694,2.514,-2.151,0,0.201118055556,54.936,36.8339710698,2,0.00649350649351,0.0258620689655,0.0175438596491,6,0,0.123711340206,0.0789473684211,0.1,0.0625,0.00936064994702,10,0.0897435897436,0.257142857143,0,0,1,0,0,0,nuc 
1840,45,0.0,4.959,4.979,-1.408,0,0.239229722222,55.587,37.0457287442,5,0.0027027027027,0.0172413793103,0.025641025641,6,0,0.0927835051546,0,0.0769230769231,0.125,0.00986661265588,8,0.169956140351,0.221132897603,0,0,1,0,0,0,nuc 
1188,36,0.0,5.158,4.718,-4.244,0,0.0862584444444,41.59,25.2619399767,2,0.0027027027027,0,0.00970873786408,6,1,0.0412371134021,0.131578947368,0.263157894737,0.0,0.0122220718892,11,0.103885135135,0.282939189189,0,0,1,0,0,0,nuc 
176,18,0.0,6.551,4.507,-1.55,0,0.238172388889,56.788,40.1533693953,2,0.00666666666667,0,0.00970873786408,13,0,0.113402061856,0.157894736842,0.0769230769231,0.5,0.011544991511,15,0.0714285714286,0.383720930233,0,0,0,0,0,0,nuc 
71,27,0.0,5.452,2.405,-1.235,0,0.280343777778,56.692,33.7976615814,0,0.0289855072464,0.0149253731343,0.016393442623,1,1,0.102941176471,0.157894736842,0.05,0.125,0.0126315789474,7,0.142857142857,0.388059701493,0,0,1,0,0,0,nuc 
71,36,0.0,5.01,2.523,-1.235,0,0.285263,56.728,33.6607741395,0,0.0289855072464,0.0149253731343,0.016393442623,1,1,0.117647058824,0.157894736842,0.05,0.1875,0.0115789473684,8,0.160714285714,0.358208955224,0,0,1,0,0,0,nuc 
116,18,0.0,4.785,3.646,-1.74,0,0.200735777778,57.037,37.4250376744,2,0.00333333333333,0,0.0188679245283,6,0,0.0721649484536,0.0277777777778,0.1,0.1875,0.00941828254848,9,0.113402061856,0.223214285714,0,0,1,0,0,0,nuc 
352,36,0.0,4.745,2.315,-2.816,0,0.216513611111,40.928,34.1351277674,3,0.0128205128205,0,0.036036036036,6,2,0.0515463917526,0.0135135135135,0.0740740740741,0.125,0.0143107012244,10,0.0833333333333,0.175287356322,0,0,0,0,0,0,nuc 
264,0,0.0,5.419,2.202,-1.933,0,0.183848888889,55.438,34.8748611628,2,0.00438596491228,0,0.02,10,1,0.0927835051546,0,0.1,0.0625,0.0123456790123,11,0.246153846154,0.157692307692,0,0,0,0,0,0,nuc 
350,18,0.0,0,2.197,-2.1,0,0.167319055556,53.166,35.1050455349,0,0.00438596491228,0,0.0196078431373,10,1,0.0721649484536,0.00505050505051,0.111111111111,0.125,0.0143976963686,10,0.21387283237,0.14450867052,0,0,0,0,0,0,nuc 
356,18,0.0,3.267,2.197,-1.85,0,0.166758944444,53.166,35.0247627442,1,0.00438596491228,0,0.00917431192661,9,1,0.0721649484536,0.0263157894737,0.111111111111,0.0625,0.0134403909932,10,0.269886363636,0.144886363636,0,0,0,0,0,0,nuc 
351,18,0.0,5.166,3.048,-2.556,0,0.229492444444,49.903,34.9715833488,12,0.0194805194805,0,0.01,2,0,0.0309278350515,0.105263157895,0,0.4375,0.0145135566188,3,0.135057471264,0.244956772334,0,0,1,0,0,0,nuc 
249,27,0.0,5.1,3.614,-1.203,0,0.324780111111,54.193,35.0323836279,2,0.0128205128205,0,0.01,5,1,0.0721649484536,0.0526315789474,0.0909090909091,0.375,0.0131578947368,11,0.11914893617,0.208163265306,0,0,0,0,0,0,nuc 
88,48,0.0,5.951,2.669,-1.637,1,0.327294166667,57.567,36.2508657674,2,0.00666666666667,0,0.0140845070423,2,1,0.117647058824,0.0789473684211,0,0.3125,0.012568735271,6,0.1,0.309523809524,0,0,0,0,0,0,nuc 
80,27,0.0,5.408,1.775,-2.825,0,0.173904111111,55.452,38.0509585581,2,0.00333333333333,0,0.0405405405405,2,0,0.116883116883,0.131578947368,0.0434782608696,0.125,0.0125361620058,12,0.0793650793651,0.276315789474,0,0,0,0,0,0,nuc 
81,18,0.0,5.901,1.775,-3.14,0,0.234730222222,53.459,37.3833532558,2,0.00333333333333,0,0.0147058823529,2,0,0.128205128205,0.131578947368,0,0.125,0.0131578947368,11,0.0571428571429,0.272727272727,0,0,0,0,0,0,nuc 
76,27,0.0,8.017,8.34,-2.555,0,0.202137277778,48.762,35.9785927442,0,0.027027027027,0,0.0869565217391,2,0,0.150684931507,0.027027027027,0.05,0.625,0.0153110047847,6,0.15625,0.375,0,0,0,0,0,0,nuc 
63,27,0.0,7.75,7.054,-1.0,0,0.452591833333,57.09,39.2184477674,2,0.016393442623,0,0.109090909091,3,0,0.133333333333,0.0117647058824,0,0.25,0.015503875969,8,0.163265306122,0.305084745763,0,0,0,0,0,0,nuc 
76,27,0.0,7.887,7.599,-2.656,1,0.205391666667,49.053,33.5004702791,1,0.027027027027,0,0.0735294117647,2,0,0.150684931507,0.0135135135135,0.05,0.1875,0.0168650793651,8,0.151515151515,0.347222222222,0,0,0,0,0,0,nuc 
70,27,0.0,7.992,7.755,-1.6,1,0.356792277778,51.322,37.8137666512,0,0.0441176470588,0,0.0819672131148,2,0,0.134328358209,0.0526315789474,0.037037037037,0.3125,0.0171858216971,8,0.16393442623,0.378787878788,0,0,0,0,0,0,nuc 
446,27,0.0,6.856,3.826,-1.855,0,0.198458166667,48.11,34.1428756279,10,0.0128205128205,0,0,5,5,0.0515463917526,0.0789473684211,0.0555555555556,0.3125,0.0120123839009,2,0.1179138322,0.371040723982,0,0,0,0,0,0,nuc 
131,18,0.0,4.401,1.532,-3.03,0,0.178875,59.208,37.1223545581,6,0,0.02,0.0178571428571,4,0,0.0412371134021,0.037037037037,0.178571428571,0.25,0.0114832535885,10,0.111111111111,0.133858267717,0,0,1,0,0,0,nuc 
171,27,0.0,5.232,1.859,-2.055,0,0.287983222222,48.65,26.7646960465,3,0.00649350649351,0.00980392156863,0.0423728813559,2,0,0.0618556701031,0.00925925925926,0.142857142857,0.3125,0.0119298245614,11,0.107594936709,0.14371257485,0,0,1,0,0,0,nuc 
627,18,0.0,6.483,4.752,-0.504,0,0.385241611111,55.314,41.718227907,1,0.0128205128205,0,0.0175438596491,2,3,0.154639175258,0.184210526316,0,0.1875,0.0108914515834,10,0.117363344051,0.207062600321,0,0,0,0,0,0,nuc 
810,9,0.0,7.683,3.956,-1.146,0,0.377425722222,58.36,41.1615796744,5,0.025641025641,0,0.0294117647059,8,1,0.0824742268041,0.157894736842,0,0.1875,0.00867186978854,9,0.0973782771536,0.197270471464,0,0,0,0,0,0,nuc 
693,18,0.0,6.088,2.856,-1.146,0,0.351209555556,59.443,39.0128144651,3,0.025641025641,0,0.019801980198,4,3,0.103092783505,0.184210526316,0,0.375,0.00861528822055,9,0.140783744557,0.181422351234,0,0,0,0,0,0,nuc 
251,9,0.0,4.53,2.746,-1.546,0,0.0848955555556,68.998,43.563663907,2,0.0128205128205,0.01,0.0285714285714,3,0,0.0927835051546,0.0526315789474,0.0416666666667,0.25,0.0153318077803,12,0.138075313808,0.234817813765,0,0,1,0,0,0,nuc 
250,9,0.0,6.149,2.371,-1.546,0,0.0848955555556,68.998,43.4448697674,3,0.0128205128205,0.01,0.0285714285714,3,0,0.0927835051546,0.0526315789474,0.0416666666667,0.25,0.0149758454106,12,0.142857142857,0.227642276423,0,0,1,0,0,0,nuc 
877,6,0.0,4.462,2.611,-3.002,0,0.2531415,51.374,34.9776279535,6,0.0128205128205,0,0,6,0,0.0412371134021,0.105263157895,0.05,0.125,0.0121741269061,3,0.108695652174,0.191294387171,0,0,0,0,0,0,nuc 
303,0,0.0,5.427,3.224,-1.167,0,0.209630888889,61.512,36.3929545116,5,0.00333333333333,0,0.00917431192661,6,0,0.0721649484536,0.00925925925926,0.0833333333333,0.1875,0.0123180291153,7,0.3,0.170568561873,0,0,0,0,0,0,nuc 
214,18,0.0,5.621,3.228,-1.595,0,0.110517944444,69.556,42.6475338605,5,0.0128205128205,0,0.027027027027,4,0,0.0721649484536,0.0789473684211,0,0.1875,0.0119989091901,10,0.108808290155,0.17619047619,0,0,1,0,0,0,nuc 
646,27,0.0,5.351,3.639,-2.129,1,0.158445,51.239,39.7782768837,6,0.0128205128205,0,0.0288461538462,5,3,0.0824742268041,0.0135135135135,0,0.4375,0.0121263157895,6,0.0902021772939,0.242990654206,0,0,1,0,0,0,nuc 
639,27,0.0,6.228,3.638,-2.266,1,0.224006833333,51.597,39.2378035814,2,0.00352112676056,0,0.0265486725664,4,3,0.103092783505,0.0526315789474,0,0.5,0.0129449838188,6,0.0877192982456,0.253543307087,0,0,1,0,0,0,nuc 
238,45,0.0,5.518,2.18,-1.738,0,0.290709388889,52.73,34.322309093,2,0.0128205128205,0.0344827586207,0.0183486238532,6,0,0.134020618557,0.0526315789474,0.0714285714286,0.0625,0.0104292990541,7,0.133928571429,0.230769230769,0,0,1,0,0,0,nuc 
382,18,0.0,5.736,3.134,-1.73,0,0.234178888889,47.934,32.9056708837,6,0.00649350649351,0.00952380952381,0.00854700854701,2,0,0.0824742268041,0.131578947368,0.0384615384615,0.1875,0.011371920105,3,0.132275132275,0.208994708995,0,0,1,0,0,0,nuc 
383,18,0.0,5.021,3.248,-1.73,0,0.234178888889,47.934,33.2907973953,6,0.0128205128205,0.00952380952381,0.00854700854701,3,0,0.103092783505,0.131578947368,0.0384615384615,0.1875,0.0129398080837,3,0.131926121372,0.224274406332,0,0,1,0,0,0,nuc 
248,36,0.0,5.613,2.18,-1.738,0,0.2815775,52.73,34.085315186,2,0.0128205128205,0.0344827586207,0.0183486238532,4,0,0.134020618557,0.0526315789474,0.0714285714286,0.0625,0.0104335729191,6,0.0871369294606,0.225409836066,0,0,1,0,0,0,nuc 
204,54,0.0,5.314,2.432,-0.677,0,0.139735388889,56.526,35.7280730698,8,0.0128205128205,0.01,0,5,2,0.0618556701031,0.121621621622,0.0909090909091,0.1875,0.00875603864734,10,0.273195876289,0.215,0,0,1,0,0,0,nuc 
670,0,0.0,4.268,4.216,-1.986,0,0.172795222222,53.268,40.8257323953,2,0.00438596491228,0,0.00892857142857,8,0,0.020618556701,0.0526315789474,0.0434782608696,0.1875,0.0110291136161,10,0.114630467572,0.237237237237,0,0,1,0,0,0,nuc 
651,27,0.0,4.927,3.917,-1.919,0,0.312152277778,50.924,29.8435549767,7,0.0128205128205,0,0.00943396226415,5,1,0.0721649484536,0.157894736842,0.0909090909091,0.1875,0.012030075188,7,0.108527131783,0.309119010819,0,0,1,0,0,0,nuc 
669,9,0.0,5.434,2.75,-2.958,0,0.239853444444,53.042,37.983503907,2,0.00438596491228,0,0.0178571428571,8,0,0.0412371134021,0.0789473684211,0.0434782608696,0.1875,0.0107002225646,6,0.121765601218,0.225563909774,0,0,1,0,0,0,nuc 
624,27,0.0,5.955,2.743,-1.42,1,0.0808223888889,70.255,43.6917537209,4,0.0128205128205,0.00925925925926,0.0366972477064,1,0,0.0618556701031,0.0405405405405,0.0384615384615,0.3125,0.0119591638308,8,0.103618421053,0.259677419355,0,0,1,0,0,0,nuc 
794,18,0.0,4.636,3.739,-1.844,0,0.194790722222,51.518,38.8022506512,8,0.00438596491228,0,0.01,5,0,0.0721649484536,0.0277777777778,0.0555555555556,0.25,0.0106230261269,7,0.0973451327434,0.215189873418,0,0,1,0,0,0,nuc 
790,9,0.0,4.115,3.774,-1.548,0,0.235560111111,46.894,35.6896666977,5,0.00228310502283,0.00925925925926,0.0283018867925,3,0,0.103092783505,0.105263157895,0.0909090909091,0.1875,0.0118257419699,11,0.0976863753213,0.239185750636,0,0,1,0,0,0,nuc 
693,9,0.0,6.531,4.314,-1.345,0,0.354032222222,58.121,34.586766093,5,0.0128205128205,0,0.00980392156863,1,2,0.0515463917526,0.131578947368,0.04,0.125,0.00963345864662,7,0.0992592592593,0.280116110305,0,0,1,0,0,0,nuc 
755,9,0.0,5.326,4.674,-1.973,0,0.330533444444,53.378,32.5993643256,4,0.025641025641,0,0,3,2,0.0618556701031,0.131578947368,0.133333333333,0.25,0.0105064247921,5,0.113941018767,0.226364846871,0,0,1,0,0,0,nuc 
650,27,0.0,4.532,4.329,-2.126,0,0.298839166667,52.72,32.6247034419,9,0.01,0,0,4,0,0.0515463917526,0.184210526316,0.0909090909091,0.0625,0.0112961258472,6,0.125396825397,0.270897832817,0,0,1,0,0,0,nuc 
240,27,0.0,5.881,2.692,-1.583,1,0.129467,67.373,43.017543814,4,0.00877192982456,0.01,0.0175438596491,5,0,0.103092783505,0.027027027027,0.047619047619,0.1875,0.0117760153809,11,0.103603603604,0.173728813559,0,0,1,0,0,0,nuc 
106,36,0.0,4.92,2.153,-0.641,1,0.267886111111,59.605,31.3310173488,4,0.00666666666667,0,0.0116279069767,5,1,0.123711340206,0.184210526316,0.0833333333333,0.125,0.00676132521974,11,0.0873786407767,0.28431372549,0,0,0,0,0,0,nuc 
106,36,0.0,6.507,2.153,-0.641,1,0.267886111111,59.605,31.3393475814,5,0.00666666666667,0,0.0194174757282,5,1,0.123711340206,0.157894736842,0.0833333333333,0.125,0.00743745774172,11,0.0970873786408,0.28431372549,0,0,0,0,0,0,nuc 
265,24,0.0,4.897,1.68,-3.375,0,0.330621888889,57.511,34.111705,9,0.0128205128205,0,0.00961538461538,0,0,0.0412371134021,0.0526315789474,0,0.1875,0.0138050043141,6,0.131474103586,0.199233716475,0,0,1,0,0,0,nuc 
200,27,0.0,7.072,6.125,-3.001,0,0.154168,46.606,34.7368675581,4,0.00649350649351,0,0.049504950495,6,0,0.103092783505,0.184210526316,0.0526315789474,0.1875,0.0141134960306,6,0.123711340206,0.331632653061,0,0,1,0,0,0,nuc 
233,27,0.0,5.09,3.833,-1.491,1,0.332589555556,51.452,35.9033940698,3,0.012987012987,0,0.00980392156863,2,0,0.113402061856,0.184210526316,0,0.1875,0.0148957298908,3,0.117117117117,0.393013100437,0,0,1,0,0,0,nuc 
201,27,0.0,5.798,3.951,-2.045,1,0.181182611111,48.37,33.9387619535,3,0.00649350649351,0,0.049504950495,5,0,0.103092783505,0.184210526316,0.0769230769231,0.1875,0.0134502923977,7,0.126315789474,0.345177664975,0,0,1,0,0,0,nuc 
191,18,0.0,6.954,6.288,-2.638,0,0.210644722222,48.764,33.5243788605,3,0.00649350649351,0,0.029702970297,6,0,0.123711340206,0.236842105263,0.0625,0.125,0.0117647058824,8,0.108108108108,0.342245989305,0,0,1,0,0,0,nuc 
312,54,0.0,5.652,3.133,-1.904,0,0.179768555556,49.04,29.9388151628,5,0.0128205128205,0.0172413793103,0.00847457627119,5,2,0.0412371134021,0.0526315789474,0.142857142857,0.0625,0.0110327364804,7,0.108552631579,0.266233766234,0,0,1,0,0,0,nuc 
313,54,0.0,5.652,3.338,-1.733,0,0.1968975,48.847,29.8133582326,7,0.0128205128205,0.0172413793103,0,5,2,0.0309278350515,0.0526315789474,0.142857142857,0.0,0.0108147080029,7,0.0873786407767,0.242718446602,0,0,1,0,0,0,nuc 
312,54,0.0,5.761,3.547,-1.802,0,0.189159444444,48.527,28.9611112558,6,0.0128205128205,0.0172413793103,0.00847457627119,3,2,0.0309278350515,0.0185185185185,0.142857142857,0.0,0.0108518719479,7,0.11,0.246753246753,0,0,1,0,0,0,nuc 
456,18,0.0,4.426,2.601,-1.384,1,0.228465277778,56.58,34.2983681395,7,0.00333333333333,0,0,5,0,0.0618556701031,0.105263157895,0,0.3125,0.0142770719903,5,0.125279642058,0.221238938053,0,0,1,0,0,0,nuc 
359,12,0.0,4.899,2.902,-2.39,0,0.229804555556,51.768,30.009061907,4,0.00438596491228,0,0.019801980198,2,1,0.0412371134021,0.0789473684211,0.0769230769231,0.125,0.0126128931797,9,0.109195402299,0.245070422535,0,0,1,0,0,0,nuc 
242,18,0.0,3.664,1.901,-1.91,0,0.2384305,48.731,31.8030086047,12,0.00144927536232,0,0,2,0,0.0515463917526,0.0526315789474,0.1,0.3125,0.0121457489879,5,0.126637554585,0.176470588235,0,0,1,0,0,0,nuc 
252,27,0.0,5.379,2.984,-2.307,0,0.121221388889,66.454,44.5849032093,3,0.00649350649351,0.01,0.0169491525424,4,0,0.0927835051546,0.027027027027,0.0416666666667,0.125,0.0131704980843,12,0.133891213389,0.161290322581,0,0,1,0,0,0,nuc 
303,18,0.0,6.623,2.697,-1.851,0,0.197290722222,47.826,34.0765887442,9,0.0194805194805,0,0.0190476190476,3,0,0.0824742268041,0.0526315789474,0.0909090909091,0.0625,0.0130645763345,9,0.132203389831,0.230769230769,0,0,1,0,0,0,nuc 
258,45,0.0,6.052,1.525,-0.749,0,0.135940833333,66.123,40.7232394419,2,0.00456621004566,0.00869565217391,0.0192307692308,0,5,0.0515463917526,0.0789473684211,0.111111111111,0.1875,0.0147058823529,9,0.132231404959,0.196850393701,0,0,1,0,0,0,nuc 
518,18,0.0,6.449,4.5,-2.012,0,0.224976722222,44.983,35.1532552326,4,0.0128205128205,0.00990099009901,0.0178571428571,3,4,0.0515463917526,0.0526315789474,0.0769230769231,0.25,0.00974266652547,10,0.0972222222222,0.241245136187,0,0,1,0,0,0,nuc 
1058,18,0.0,6.166,3.849,-0.963,0,0.151892722222,69.32,41.9373256744,4,0.00396825396825,0.00970873786408,0.0380952380952,4,1,0.113402061856,0.00277777777778,0.0769230769231,0.1875,0.0124854083135,13,0.126679462572,0.264705882353,0,0,0,0,0,0,nuc 
1024,54,0.0,5.749,3.967,-0.963,0,0.151892722222,69.32,41.7340530233,3,0.00438596491228,0.00970873786408,0.0380952380952,3,1,0.103092783505,0,0.0769230769231,0.1875,0.0128036941806,13,0.128968253968,0.261764705882,0,0,0,0,0,0,nuc 
442,18,0.0,5.953,3.653,-1.169,0,0.393984388889,49.37,31.9086979535,13,0.0128205128205,0.00854700854701,0.0175438596491,12,2,0.0824742268041,0.105263157895,0,0.125,0.010626328291,7,0.191780821918,0.296803652968,0,0,0,0,0,0,nuc 
395,9,0.0,5.737,3.18,-1.217,0,0.274820277778,47.742,37.9915625349,3,0.0128205128205,0,0.00961538461538,5,2,0.0412371134021,0.0526315789474,0.0526315789474,0.1875,0.0132282578103,7,0.109693877551,0.260869565217,0,0,0,0,0,0,nuc 
228,27,0.0,3.822,1.649,-1.913,0,0.146272055556,62.773,47.9310933953,3,0.00438596491228,0,0.0526315789474,5,1,0.0618556701031,0.0263157894737,0.0666666666667,0.25,0.0152555301297,10,0.114678899083,0.15625,0,0,0,0,0,0,nuc 
214,0,0.0,0,2.121,-1.841,0,0.101424888889,62.123,48.5993060465,3,0.0128205128205,0,0.0480769230769,5,0,0.0515463917526,0.0526315789474,0.0666666666667,0.375,0.0139078265612,12,0.111675126904,0.161904761905,0,0,0,0,0,0,nuc 
440,30,0.0,5.849,3.812,-1.755,0,0.124418555556,63.877,37.8606021395,5,0.0128205128205,0.00990099009901,0.019801980198,9,0,0.103092783505,0.0263157894737,0.0869565217391,0.0625,0.0133149101872,8,0.119047619048,0.19495412844,0,0,0,0,0,0,nuc 
506,27,0.0,6.286,3.988,-1.739,0,0.264962222222,41.068,30.6683088372,7,0.00877192982456,0,0,7,1,0.0412371134021,0.0526315789474,0.0454545454545,0.125,0.00765889346136,8,0.147117296223,0.191235059761,0,0,1,0,0,0,nuc 
324,12,0.0,5.37,2.418,-2.297,1,0.177986,59.307,33.4525730698,4,0.0128205128205,0,0.00892857142857,4,0,0.0618556701031,0.131578947368,0.0833333333333,0.125,0.0102339181287,10,0.144262295082,0.19375,0,0,1,0,0,0,nuc 
218,27,0.0,4.174,1.979,-2.38,0,0.177661111111,60.384,30.665199907,11,0.00228310502283,0,0,8,2,0.0618556701031,0.0789473684211,0.0625,0.25,0.00908362276249,8,0.158139534884,0.172897196262,0,0,1,0,0,0,nuc 
304,18,0.0,3.942,2.514,-2.592,0,0.270456055556,53.089,32.414396186,16,0.00540540540541,0,0,9,0,0.0515463917526,0.0789473684211,0.0357142857143,0.0625,0.0106007067138,8,0.182724252492,0.14,0,0,1,0,0,0,nuc 
430,36,0.0,5.87,2.281,-2.114,0,0.152209333333,46.258,31.835492093,6,0.025641025641,0,0.00900900900901,7,1,0.0618556701031,0.0263157894737,0.105263157895,0.1875,0.00887916613049,8,0.156908665105,0.176056338028,0,0,1,0,0,0,nuc 
317,36,0.0,3.153,2.366,-1.146,1,0.26653,54.407,32.7406568605,8,0.0015873015873,0,0.00854700854701,6,0,0.0412371134021,0.131578947368,0.1,0.25,0.00972689861579,7,0.175496688742,0.20447284345,0,0,1,0,0,0,nuc 
1372,27,0.0,4.403,4.394,-1.68,0,0.254936944444,46.838,33.1181391628,10,0.00666666666667,0,0.00925925925926,3,1,0.113402061856,0.0789473684211,0.0588235294118,0.0625,0.0106743542795,12,0.120525931337,0.241959064327,0,0,1,0,0,0,nuc 
321,9,0.0,5.973,3.017,-2.292,0,0.172830888889,58.968,34.3878077674,4,0.0128205128205,0,0.00970873786408,5,0,0.0721649484536,0.131578947368,0.0833333333333,0.125,0.00947368421053,11,0.165562913907,0.214511041009,0,0,1,0,0,0,nuc 
310,18,0.0,4.625,2.542,-1.485,0,0.238184333333,47.05,35.7213864651,8,0.01,0,0.0294117647059,4,1,0.0515463917526,0.0789473684211,0.0909090909091,0.1875,0.00965215807685,6,0.127586206897,0.179738562092,0,0,1,0,0,0,nuc 
