@RELATION /share/usr/briese/Pythonscrips/models/multiloc_fungi_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE ER_signal5 numeric 
@ATTRIBUTE Vacuole_signal31 numeric 
@ATTRIBUTE Golgi_signal4 numeric 
@ATTRIBUTE Transmembrane_signal2 numeric 
@ATTRIBUTE Mip_signal13 numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1-90|hydrophob numeric 
@ATTRIBUTE property_sum|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=2|1--1|charge numeric 
@ATTRIBUTE maxPaacountNormed|1-40|leucine|L numeric 
@ATTRIBUTE maxPaacount|1-40|lysine|K numeric 
@ATTRIBUTE maxPaacount|1-170|cysteine|C numeric 
@ATTRIBUTE maxPaacount|1--1|serine|S numeric 
@ATTRIBUTE Paacount|d=2|1-60|hydrophob_very|2 numeric 
@ATTRIBUTE maxPaacountNormed|1--1|hydrophob_very|2 numeric 
@ATTRIBUTE letterCount|1-20|1|charged numeric 
@ATTRIBUTE Paacount|d=2|1--1|charge_none|0 numeric 
@ATTRIBUTE minPaacount|1--1|structure_sheet|2 numeric 
@ATTRIBUTE maxPaacountNormed|1-170|aliphatic_helix_other|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_nuc numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE 0005737 numeric 
@ATTRIBUTE 0005783 numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE 0005777 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,ER,ex,gol,mTP,nuc,per,mem,vac} 
 
@DATA 
383,68.766,9,5.893,14,3.536,-3.87,0.186251470588,0.192087431818,153.599,37.324024438,0.0263157894737,0,0,0.0192837465565,0.0175438596491,0.0342105263158,3,0.511873350923,0.000808015513898,0.25,0,1,0,1.0,0,0,0,0,8,nuc 
419,66.766,18,6.786,14,3.325,-3.504,0.167272411765,0.187277034091,158.295,38.0040825952,0.0263157894737,0,0,0.0148148148148,0.0175438596491,0.0336538461538,3,0.549397590361,0.000835421888053,0.238095238095,0,1,0,1.0,0,0,0,0,8,nuc 
329,64.832,9,6.011,14,2.279,-3.128,0.116043294118,0.226920761364,169.584,39.1777152308,0.027027027027,0,0.00602409638554,0.0064308681672,0.0701754385965,0.0828220858896,3,0.44,0.00122488975992,0.119047619048,0,0,0,0,0,0,0,0,0,nuc 
399,43.266,27,5.283,12,1.982,-2.401,0.166782705882,0.266970715909,166.434,34.3154663747,0.00295857988166,0,0,0.0131233595801,0.105263157895,0.0606060606061,3,0.430379746835,0.000696184906711,0.130952380952,0,0,0,0,0,0,0,0,8,nuc 
393,44.266,27,5.283,12,1.982,-2.401,0.166782705882,0.266138602273,166.961,34.3509783033,0.00295857988166,0,0,0.0153846153846,0.105263157895,0.0615384615385,3,0.462724935733,0.000990379173741,0.14880952381,0,0,0,0,0,0,0,0,8,nuc 
427,38.308,27,5.516,12,3.037,-2.794,0.163553294118,0.2082555,159.313,37.4850659031,0,0,0,0.0214285714286,0.0175438596491,0.0801886792453,3,0.557919621749,0.0025926886181,0.160714285714,0,1,0,0,0,0,0,0,8,nuc 
1050,43.682,54,5.416,12,2.832,-0.779,0.295786764706,0.252761806818,169.619,36.4222539656,0,0,0.0240963855422,0.0201149425287,0.0526315789474,0.080229226361,2,0.574569789675,0.00214822771214,0.160714285714,0,1,0,0,0,0,0,0,0,nuc 
1960,91.492,27,4.463,13,3.837,-4.69,0.118011705882,0.183948306818,170.408,37.793015251,0,0,0,0.0240163515585,0.0,0.034236075626,2,0.578220858896,0.00112641606591,0.208333333333,0,0,0,0,0,0,0,0,8,nuc 
527,48.178,36,6.241,12,4.28,-2.277,0.330858176471,0.2041875,171.284,36.1344941683,0,0.0333333333333,0.0059880239521,0.021113243762,0.0526315789474,0.074427480916,2,0.55258126195,0.00114416475973,0.166666666667,0,1,0,1.0,0,0,0,0,8,nuc 
654,28.644,9,6.41,13,3.831,-2.796,0.166167705882,0.220293125,168.527,36.7955351062,0.0263157894737,0,0,0.0337941628264,0.0877192982456,0.0353302611367,3,0.62,0.000447828034035,0.166666666667,0,1,0,0,0,0,0,0,8,nuc 
649,31.4,18,6.41,14,3.055,-2.743,0.163667235294,0.218926125,167.685,36.7044476047,0.0263157894737,0,0,0.0334394904459,0.0877192982456,0.0325077399381,3,0.623255813953,0.000451365380275,0.220238095238,0,1,0,0,0,0,0,0,8,nuc 
658,53.928,6,6.877,13,3.544,-2.84,0.151188,0.219217818182,167.217,36.4132695474,0.0263157894737,0,0,0.025078369906,0.0877192982456,0.0335877862595,3,0.599388379205,0.0011320097527,0.160714285714,0,1,0,0,0,0,0,0,8,nuc 
1478,100.326,36,5.726,9,4.793,-1.625,0.139840294118,0.252098181818,167.996,38.2022090061,0.0135135135135,0.0833333333333,0.00666666666667,0.012987012987,0.0526315789474,0.0847457627119,5,0.437584803256,0.00238413466749,0.178571428571,0,0,0,0,0,0,0,0,0,nuc 
676,46.142,18,5.768,15,4.191,-1.474,0.298128941176,0.357060204545,180.545,35.204495878,0.0142857142857,0,0,0.0164670658683,0.175438596491,0.105497771174,1,0.571428571429,0.00209472826719,0.214285714286,0,0,0,0,0,0,0,0,0,nuc 
1421,55.674,9,5.928,14,4.128,-2.333,0.116122176471,0.257299681818,183.315,34.9926173218,0.0263157894737,0.027027027027,0,0.0169491525424,0.0701754385965,0.0973201692525,1,0.561044460127,0.00293233082707,0.119047619048,0,0,0,0,0,0,0,0,0,nuc 
1343,41.398,45,5.508,11,4.248,-2.241,0.353338529412,0.306587397727,167.887,35.4977601613,0.0263157894737,0,0.00613496932515,0.0149476831091,0.0526315789474,0.108208955224,1,0.572068707991,0.00242853730393,0.130952380952,0,0,0,0,0,0,0,0,0,nuc 
451,28.044,27,4.871,12,3.652,-0.74,0.402970470588,0.288710795455,186.448,37.7198444004,0.00925925925926,0,0,0.0134831460674,0.0701754385965,0.0803571428571,0,0.563758389262,0.00128899200825,0.107142857143,0,0,0,0,0,0,0,0,8,nuc 
341,43.838,9,4.999,12,3.737,-1.596,0.382972941176,0.29905225,197.724,38.4808945608,0.0037037037037,0,0.00621118012422,0.0149253731343,0.105263157895,0.0887573964497,0,0.510385756677,0.000493421052632,0.154761904762,0,0,0,0,0,0,0,0,8,nuc 
770,63.268,27,5.89,11,6.382,-3.487,0.216169294118,0.212656556818,187.012,36.725331389,0.00344827586207,0.0357142857143,0,0.0196335078534,0.0877192982456,0.0599739243807,0,0.595300261097,0.00244444444444,0.172619047619,0,0,0,0,0,0,0,0,0,nuc 
761,48.266,27,5.61,12,4.688,-4.058,0.261042352941,0.233099284091,184.486,36.8135076024,0,0.0357142857143,0,0.0225165562914,0.0877192982456,0.0527704485488,0,0.590488771466,0.00232418653471,0.14880952381,0,0,0,0,0,0,0,0,0,nuc 
743,39.48,27,7.096,12,5.032,-3.755,0.240345647059,0.227215,181.178,36.1199494628,0.00324675324675,0.0357142857143,0,0.0298507462687,0.105263157895,0.0743243243243,0,0.617050067659,0.00222836944829,0.107142857143,0,0,0,0,0,0,0,0,8,nuc 
772,53.266,27,5.511,11,3.196,-4.297,0.240141764706,0.213497545455,186.486,36.5940343997,0,0.0357142857143,0,0.0274151436031,0.0701754385965,0.0520156046814,0,0.592447916667,0.00236406619385,0.178571428571,0,0,0,0,0,0,0,0,0,nuc 
581,49.316,18,5.739,13,4.399,-2.164,0.225382882353,0.256750727273,177.728,35.7154602842,0.00714285714286,0,0,0.0212389380531,0.0701754385965,0.102076124567,1,0.566724436742,0.00188156070509,0.214285714286,0,0,0,1.0,0,0,0,0,8,nuc 
496,52.014,9,4.794,13,4.358,-1.498,0.273366235294,0.250252147727,159.848,36.4441199919,0.0263157894737,0.0384615384615,0.0240963855422,0.00829875518672,0.140350877193,0.0973630831643,4,0.50406504065,0.00287656903766,0.136904761905,0,1,0,1.0,0,0,0,0,0,nuc 
439,55.758,54,7.164,10,3.628,-1.655,0.134724411765,0.192888022727,163.218,37.5066729609,0,0,0.00621118012422,0.0165094339623,0.0701754385965,0.0894495412844,4,0.43908045977,0.00138504155125,0.190476190476,0,1,0,0,0,0,0,0,8,nuc 
421,53.914,36,7.164,11,3.72,-1.513,0.0880595882353,0.187904875,158.23,37.6494536331,0.0263157894737,0,0.00606060606061,0.0124688279302,0.0526315789474,0.0933014354067,4,0.436450839329,0.00157894736842,0.130952380952,0,1,0,0,0,0,0,0,8,nuc 
718,64.074,27,6.849,9,2.277,-1.427,0.0826025294118,0.203426715909,184.207,38.2666972773,0,0.0357142857143,0,0.0200860832138,0.0526315789474,0.0545454545455,3,0.443977591036,0.00158574341161,0.077380952381,0,1,0,0,0,0,0,0,8,nuc 
500,40.532,12,6.263,11,2.309,-2.04,0.113524470588,0.181004727273,208.251,38.4516635585,0,0,0.00636942675159,0.0140845070423,0.0350877192982,0.0704225352113,1,0.467741935484,0.00120865838919,0.077380952381,0,1,0,0,0,0,0,0,8,nuc 
495,42.1,27,6.263,11,2.309,-1.74,0.101195529412,0.173819420455,207.867,39.1370364766,0,0,0.00636942675159,0.020325203252,0.0350877192982,0.0711382113821,1,0.433808553971,0.000999333777482,0.0952380952381,0,1,0,0,0,0,0,0,8,nuc 
958,39.666,0,6.543,11,4.366,-2.999,0.255309470588,0.283469465909,177.267,36.5069170136,0,0,0,0.0202558635394,0.0877192982456,0.0523560209424,1,0.632075471698,0.00183605780621,0.130952380952,0,1,0,1.0,0,0,0,0,8,nuc 
475,99.326,0,5.728,13,2.96,-1.447,0.208778176471,0.152737625,212.434,38.3566021359,0,0.0769230769231,0.00657894736842,0.0148305084746,0.0,0.0911016949153,0,0.486199575372,0.00164113785558,0.196428571429,0,0,0,0,0,0,0,0,0,nuc 
962,87.098,36,5.22,13,4.683,-2.338,0.114332470588,0.231748670455,179.976,35.5117939823,0.00925925925926,0,0.00636942675159,0.0198744769874,0.0526315789474,0.0782064650678,5,0.534446764092,0.00277188016042,0.125,0,0,0,1.0,0,1.0,0,0,0,nuc 
433,22.916,27,5.244,18,3.097,-2.836,0.293390235294,0.183412863636,168.859,34.5426593986,0.00714285714286,0.0344827586207,0,0.0141509433962,0.0877192982456,0.0629370629371,4,0.559440559441,0.0,0.0958083832335,0,0,0,0,1.0,0,0,0,0,nuc 
365,75.496,16,6.857,16,9.435,-1.215,0.165337705882,0.289217965909,196.203,38.6631947452,0.0263157894737,0,0.0129032258065,0.017094017094,0.0350877192982,0.060773480663,2,0.540166204986,0.00043956043956,0.14880952381,0,1,0,1.0,0,0,0,0,8,nuc 
344,96.754,36,7.102,14,4.689,-2.173,0.212566882353,0.273972863636,180.885,37.1931460059,0.00324675324675,0.0714285714286,0.00636942675159,0.0214067278287,0.0701754385965,0.058651026393,4,0.523529411765,0.000977676389115,0.190476190476,0,1,0,1.0,0,0,0,0,8,nuc 
365,76.524,9,6.691,15,4.33,-1.531,0.151512823529,0.290350727273,195.349,38.5171738532,0.0263157894737,0,0.00645161290323,0.0277008310249,0.0350877192982,0.0580110497238,2,0.559556786704,0.000340020401224,0.14880952381,0,1,0,1.0,0,0,0,0,8,nuc 
363,74.496,9,6.857,15,8.454,-1.315,0.141032529412,0.27418825,194.811,38.0499392284,0.0263157894737,0,0.0131578947368,0.0224089635854,0.0350877192982,0.0583333333333,2,0.559888579387,0.000442086648983,0.166666666667,0,1,0,1.0,0,0,0,0,8,nuc 
395,92.676,54,5.458,13,4.625,-1.844,0.166453058824,0.248089397727,168.213,36.9866311662,0.00714285714286,0.0384615384615,0,0.025974025974,0.0350877192982,0.0561224489796,2,0.496163682864,0.00101214574899,0.22619047619,0,1,0,1.0,0,0,0,0,8,nuc 
393,90.784,27,5.584,13,4.596,-2.429,0.189337882353,0.301660147727,172.484,38.2622415476,0.00714285714286,0.04,0,0.0208877284595,0.0701754385965,0.0589743589744,2,0.532133676093,0.00124113475177,0.178571428571,0,1,0,1.0,0,0,0,0,8,nuc 
339,94.49,45,5.345,13,1.676,-2.002,0.187579941176,0.176352431818,189.951,38.2102289731,0,0.047619047619,0,0.00925925925926,0.0175438596491,0.0505952380952,1,0.331343283582,0.00128676470588,0.154761904762,0,0,0,0,0,0,0,0,0,nuc 
267,63.592,36,4.633,12,3.176,-2.664,0.147009705882,0.206954659091,178.364,38.2446277985,0.0135135135135,0,0.0120481927711,0.00393700787402,0.0175438596491,0.0643939393939,4,0.338403041825,0.00150602409639,0.154761904762,0,1,0,0,0,0,0,0,8,nuc 
296,48.84,27,5.297,11,2.033,-2.078,0.175215705882,0.201786386364,183.403,36.7336644555,0.0026455026455,0.0952380952381,0.0120481927711,0.00719424460432,0.0,0.0511945392491,3,0.414383561644,0.000765550239234,0.130952380952,0,1,0,0,0,0,0,0,8,nuc 
273,44.24,36,5.633,11,2.417,-2.243,0.222277588235,0.239999943182,170.018,37.1803657175,0.0135135135135,0,0.0120481927711,0.00393700787402,0.0175438596491,0.0740740740741,4,0.375464684015,0.00146198830409,0.125,0,1,0,0,0,0,0,0,8,nuc 
272,51.556,36,4.633,12,2.708,-2.692,0.12935,0.238162125,167.57,37.2998995373,0.0135135135135,0,0.0120481927711,0.00398406374502,0.0175438596491,0.0669144981413,5,0.358208955224,0.00146781295869,0.125,0,1,0,0,0,0,0,0,8,nuc 
267,52.604,27,4.697,11,2.148,-3.633,0.130378352941,0.200732625,167.244,36.8400430646,0.0135135135135,0.0384615384615,0.0120481927711,0.00401606425703,0.0350877192982,0.0795454545455,8,0.342205323194,0.00149764655541,0.178571428571,0,1,0,0,0,0,0,0,8,nuc 
802,72.264,27,5.982,13,3.428,-2.628,0.0909357647059,0.158411568182,198.5,37.3279348271,0.00446428571429,0.08,0,0.0089058524173,0.0,0.09887359199,2,0.496240601504,0.00312588803637,0.160714285714,0,1,0,0,0,0,0,0,8,nuc 
782,84.914,27,6.147,14,3.477,-1.678,0.0218207647059,0.166571147727,180.938,37.127092338,0,0.0526315789474,0,0.0130208333333,0.0,0.0924261874198,4,0.491002570694,0.00318140950273,0.14880952381,0,1,0,0,0,0,0,0,0,nuc 
1293,103.352,45,5.004,13,4.809,-2.862,0.0833954117647,0.140199659091,150.363,38.7061958829,0,0.0555555555556,0,0.0232738557021,0.0,0.0604651162791,9,0.44918541505,0.00173783515392,0.303571428571,0,0,0,0,0,0,0,0,8,nuc 
939,133.716,36,5.959,14,4.797,-1.865,0.122194764706,0.152563136364,212.638,39.0882078235,0,0.0810810810811,0,0.0141304347826,0.0,0.0651709401709,2,0.435294117647,0.00240798073615,0.238095238095,0,0,0,0,0,0,0,0,8,nuc 
760,33.892,27,6.578,14,5.831,-2.34,0.466980882353,0.309459045455,175.888,37.2137025198,0.0263157894737,0.030303030303,0.00662251655629,0.00398936170213,0.122807017544,0.101717305152,3,0.518518518519,0.00284879994302,0.0833333333333,0,1,0,0,0,0,0,0,0,nuc 
905,77.58,45,6.154,13,4.064,-2.269,0.252475823529,0.280312136364,167.783,37.1464925283,0.0789473684211,0,0.00662251655629,0.00904977375566,0.175438596491,0.109756097561,5,0.477247502775,0.00238151940938,0.0833333333333,0,0,0,0,0,0,0,0,8,nuc 
1186,143.228,18,6.14,12,3.984,-2.766,0.253374470588,0.304481715909,172.484,36.1801867733,0.0263157894737,0.0454545454545,0,0.0202874049028,0.122807017544,0.0667793744717,2,0.450930626058,0.00158120623447,0.154761904762,0,1,0,0,0,0,0,0,8,nuc 
1170,129.778,45,6.35,13,3.984,-2.455,0.252168588235,0.305110056818,174.438,35.9273809691,0.0263157894737,0.0454545454545,0,0.0197086546701,0.122807017544,0.0625535561268,2,0.462264150943,0.00168651300659,0.14880952381,0,1,0,0,0,0,0,0,8,nuc 
1196,98.728,45,6.35,12,4.199,-2.52,0.282482941176,0.311552329545,175.417,35.3924624992,0.0263157894737,0.0454545454545,0,0.0168776371308,0.122807017544,0.070410729254,1,0.509228187919,0.00206047032475,0.154761904762,0,1,0,0,0,0,0,0,8,nuc 
1002,78.36,0,5.491,13,3.755,-2.32,0.211665529412,0.210777840909,183.659,37.2563410311,0.0026455026455,0.0294117647059,0,0.0290581162325,0.0701754385965,0.049049049049,2,0.533066132265,0.00181036433582,0.154761904762,0,0,0,0,0,0,0,0,0,nuc 
119,26.316,27,5.739,12,2.358,-1.656,0.235177,0.270955227273,192.79,37.1202131913,0.00505050505051,0.0294117647059,0.0173913043478,0.0196078431373,0.0526315789474,0.0775862068966,0,0.513043478261,0.00277392510402,0.111111111111,0,0,0,0,0,0,0,0,0,nuc 
1833,112.404,36,6.279,13,3.105,-2.06,0.167922,0.209118579545,186.218,36.8061446736,0.00588235294118,0.1,0,0.0279299014239,0.0175438596491,0.0469945355191,2,0.535811919081,0.00153944463809,0.196428571429,0,1,0,1.0,0,0,0,0,8,nuc 
449,45.732,27,6.276,13,1.978,-2.136,0.194021647059,0.255721738636,168.994,35.9151338494,0.0135135135135,0.037037037037,0.0130718954248,0.0138888888889,0.140350877193,0.067264573991,5,0.442696629213,0.0024744308809,0.154761904762,1,1,0,0,0,0,0,0,0,nuc 
782,79.508,18,5.446,10,3.111,-2.928,0.112942352941,0.233233943182,142.43,35.9245033265,0,0,0,0.0156453715776,0.0877192982456,0.0795892169448,9,0.419023136247,0.0029163021289,0.214285714286,0,1,0,0,0,0,0,0,0,nuc 
794,68.01,45,5.171,12,3.413,-2.451,0.259951352941,0.2209995,164.831,35.4363898848,0.0135135135135,0,0,0.00641025641026,0.0877192982456,0.0809102402023,5,0.381012658228,0.00251923469735,0.208333333333,0,1,0,1.0,0,0,0,0,8,nuc 
702,94.684,36,5.389,11,3.13,-2.431,0.127805941176,0.210533068182,202.282,35.5029434928,0.0263157894737,0.0869565217391,0,0.0116618075802,0.0526315789474,0.0515021459227,2,0.452722063037,0.00130335614207,0.214285714286,0,0,0,0,0,0,0,0,0,nuc 
410,41.248,18,4.082,10,3.345,-1.858,0.300553352941,0.222339886364,159.522,38.7386552365,0.0142857142857,0.0344827586207,0,0.0248138957816,0.0701754385965,0.0737100737101,4,0.504926108374,0.00225665713856,0.184523809524,0,1,0,0,0,0,0,0,0,nuc 
410,43.304,18,6.26,10,3.345,-1.811,0.260613941176,0.214616954545,161.442,39.3319880887,0.0142857142857,0.0344827586207,0,0.0252525252525,0.0526315789474,0.0614250614251,3,0.485221674877,0.00195576952008,0.166666666667,0,1,0,0,0,0,0,0,0,nuc 
410,46.06,18,6.26,10,3.345,-1.734,0.225945705882,0.21521825,174.39,39.1966624557,0.0142857142857,0.0434782608696,0,0.0227272727273,0.0526315789474,0.0761670761671,4,0.467980295567,0.00180532571085,0.184523809524,0,1,0,0,0,0,0,0,0,nuc 
410,46.26,18,6.26,10,3.345,-1.803,0.268409411765,0.224280875,162.428,38.629973899,0.00925925925926,0.0344827586207,0,0.0249376558603,0.0526315789474,0.0687960687961,4,0.5,0.00195576952008,0.190476190476,0,1,0,0,0,0,0,0,0,nuc 
410,44.22,18,6.26,10,3.345,-1.858,0.261142352941,0.202448875,156.14,38.942739,0.00925925925926,0.0344827586207,0,0.0249376558603,0.0526315789474,0.0761670761671,4,0.492610837438,0.00225665713856,0.196428571429,0,1,0,0,0,0,0,0,0,nuc 
410,46.06,9,6.26,10,3.52,-1.734,0.225945705882,0.206501988636,174.39,39.0108514138,0.0142857142857,0.0434782608696,0,0.0249376558603,0.0526315789474,0.0663390663391,4,0.470443349754,0.0019943019943,0.172619047619,0,1,0,0,0,0,0,0,0,nuc 
157,53.334,6,4.963,11,2.356,-1.684,0.128593411765,0.214574068182,189.911,41.7788119216,0.00446428571429,0.0909090909091,0.0196078431373,0.0141843971631,0.0701754385965,0.0844155844156,2,0.392156862745,0.00341005967604,0.0774193548387,0,1,0,0,0,0,0,0,0,nuc 
381,41.788,45,4.886,14,2.875,-1.994,0.188986823529,0.241935602273,165.835,36.5629136976,0,0.04,0.0062893081761,0.0132625994695,0.0350877192982,0.0793650793651,4,0.511936339523,0.00380116959064,0.113095238095,0,0,0,1.0,0,0,0,0,0,nuc 
149,45.372,36,0,9,2.444,-3.065,0.264422764706,0.208406965909,168.882,35.4513986552,0.0263157894737,0.03125,0,0.0222222222222,0.0175438596491,0.0684931506849,0,0.462068965517,0.000954198473282,0.238095238095,0,0,0,0,0,0,0,0,8,nuc 
229,47.304,9,5.519,15,2.151,-2.935,0.162263823529,0.138471329545,176.18,38.9262301867,0.00505050505051,0,0,0.0226244343891,0.0175438596491,0.0486725663717,1,0.435555555556,0.000253036437247,0.154761904762,0,1,0,0,0,0,0,0,8,nuc 
528,51.452,30,3.718,12,3.847,-2.038,0.122638764706,0.153510784091,192.706,37.7962888397,0.00324675324675,0.0416666666667,0,0.0156862745098,0.0,0.0838095238095,0,0.549618320611,0.00277360453022,0.232142857143,0,0,0,1.0,1.0,1.0,0,0,8,nuc 
991,44.572,0,5.427,11,6.914,-0.85,0.320701588235,0.257814659091,188.689,36.8551505258,0.0263157894737,0.0416666666667,0.00645161290323,0.0143149284254,0.0877192982456,0.0779352226721,0,0.50861195542,0.00265870862724,0.154761904762,1,0,0,1.0,0,1.0,0,0,8,nuc 
411,106.508,36,5.447,16,5.564,-1.878,0.399768470588,0.215356045455,163.318,33.0203204963,0.0263157894737,0,0,0.00511508951407,0.157894736842,0.0392156862745,2,0.36855036855,0.00161943319838,0.297619047619,0,0,0,1.0,1.0,1.0,1.0,0,0,nuc 
299,52.944,36,6.205,10,3.128,-1.694,0.146127764706,0.183483113636,184.274,37.1795857492,0.0263157894737,0.05,0.0182926829268,0.0251798561151,0.0350877192982,0.0540540540541,3,0.481355932203,0.00199123855038,0.14880952381,0,1,0,0,0,0,0,0,8,nuc 
534,27.56,18,5.109,11,2.763,-1.788,0.320249647059,0.257472920455,176.138,35.9260664,0.0263157894737,0,0,0.0268199233716,0.0526315789474,0.0527306967985,1,0.652830188679,0.00184672206833,0.196428571429,0,0,0,0,0,0,0,0,0,nuc 
861,72.708,27,7.764,12,4.319,-1.626,0.0401937058824,0.208560261364,199.672,34.6543094516,0,0.037037037037,0,0.0107142857143,0.0350877192982,0.107226107226,6,0.537922987165,0.00325814536341,0.154761904762,0,0,0,0,0,0,0,0,0,nuc 
538,104.022,18,5.123,14,3.886,-2.117,0.165152117647,0.265616545455,152.354,37.6695102397,0,0,0.0062893081761,0.011583011583,0.0350877192982,0.0990654205607,7,0.503745318352,0.0019305019305,0.25,0,0,0,0,0,0,0,0,0,nuc 
1014,68.106,18,0,11,2.456,-2.078,0.206138470588,0.175925693182,172.023,34.4011416208,0,0.05,0,0.0317145688801,0.0526315789474,0.0346191889219,3,0.493069306931,0.00159007791382,0.375,0,0,0,0,0,0,0,0,0,nuc 
788,55.538,45,4.463,14,3.317,-3.149,0.317466235294,0.245872477273,165.95,36.5808978367,0.0142857142857,0.030303030303,0.00632911392405,0.0178571428571,0.175438596491,0.101910828025,4,0.520408163265,0.00274480203115,0.190476190476,0,0,0,1.0,0,0,0,0,8,nuc 
875,55.204,12,6.471,13,5.328,-1.935,0.300954176471,0.296782670455,176.84,36.2126574432,0.0263157894737,0,0,0.0126291618829,0.0701754385965,0.102064220183,2,0.586681974742,0.00375939849624,0.113095238095,0,0,0,0,0,0,0,0,0,nuc 
275,56.06,63,5.769,12,1.899,-4.066,0.0575401764706,0.223849068182,170.537,38.1601279446,0.00714285714286,0.0322580645161,0,0.015037593985,0.0877192982456,0.0514705882353,4,0.376383763838,0.0016576875259,0.160714285714,0,1,0,1.0,0,0,0,0,8,nuc 
473,55.376,45,5.38,14,3.399,-1.216,0.163943588235,0.203025545455,193.556,36.066887806,0.00714285714286,0.0454545454545,0.0196078431373,0.0150214592275,0.0877192982456,0.0829787234043,1,0.54157782516,0.00419189566837,0.130952380952,0,1,0,0,0,0,0,0,0,nuc 
468,46.11,54,6.456,14,3.56,-0.918,0.227699352941,0.247136920455,193.833,36.730637681,0,0.0454545454545,0.0196078431373,0.0131291028446,0.0526315789474,0.122580645161,2,0.497844827586,0.00317908866125,0.125,0,1,0,0,0,0,0,0,0,nuc 
473,56.086,45,5.498,15,3.23,-1.138,0.136186941176,0.224219852273,199.401,36.8401557996,0.00925925925926,0.0454545454545,0.0196078431373,0.00858369098712,0.0701754385965,0.110638297872,2,0.520255863539,0.00419189566837,0.0952380952381,0,1,0,0,0,0,0,0,0,nuc 
206,63.502,45,5.952,14,3.22,-2.067,0.209966470588,0.272497147727,179.716,37.5466817624,0.0263157894737,0.0526315789474,0.00632911392405,0.010582010582,0.105263157895,0.113300492611,2,0.5,0.000332446808511,0.077380952381,0,0,0,0,0,0,0,0,8,nuc 
306,57.07,18,4.438,10,1.884,-2.241,0.217410764706,0.256918170455,176.649,36.8779408146,0,0,0.00657894736842,0.0268456375839,0.0701754385965,0.0528052805281,2,0.37417218543,0.001554001554,0.107142857143,0,0,0,0,0,0,0,0,8,nuc 
1867,63.594,36,4.444,14,4.936,-1.223,0.201123470588,0.257838670455,180.578,36.2661353999,0.00505050505051,0,0,0.0108108108108,0.0877192982456,0.1169527897,2,0.5346215781,0.00239493642014,0.184523809524,0,1,0,0,0,0,0,0,8,nuc 
382,61.266,18,4.404,12,1.878,-2.241,0.178707058824,0.214048386364,174.364,35.6620494603,0.00892857142857,0,0,0.0213333333333,0.0701754385965,0.0580474934037,2,0.57671957672,0.0024554941682,0.25,0,0,0,0,0,0,0,0,8,nuc 
944,74.292,6,4.395,15,2.716,-2.28,0.240682470588,0.199723772727,178.651,37.3482123511,0.00588235294118,0.0769230769231,0,0.0127931769723,0.0350877192982,0.0371944739639,3,0.337234042553,0.00102212602213,0.178571428571,0,0,0,0,0,0,0,0,0,nuc 
607,78.518,63,5.787,10,3.582,-1.332,0.211988941176,0.269175761364,203.793,37.3367000697,0.027027027027,0.0869565217391,0.00606060606061,0.0150753768844,0.0877192982456,0.0629139072848,0,0.454394693201,0.00217679348855,0.047619047619,0,1,0,0,0,0,0,0,8,nuc 
605,111.384,63,6.944,10,3.459,-1.177,0.120860941176,0.239195204545,208.301,36.3306525691,0.00714285714286,0.0526315789474,0,0.0133555926544,0.0701754385965,0.0813953488372,0,0.430948419301,0.00210801043967,0.113095238095,0,1,0,0,0,0,0,0,0,nuc 
849,140.656,36,0,12,2.813,-1.953,0.0752164117647,0.124405340909,195.167,37.2620483704,0.0263157894737,0.0967741935484,0,0.0143027413588,0.0,0.0768321513002,5,0.443786982249,0.00254657552607,0.202380952381,0,1,0,1.0,0,1.0,0,0,0,nuc 
210,63.348,24,6.868,14,3.729,-1.439,0.263672941176,0.152568954545,174.549,36.8046897864,0.00505050505051,0.05,0,0.0208333333333,0.0175438596491,0.0966183574879,2,0.54854368932,0.00345423143351,0.154761904762,0,0,0,0,0,0,0,0,8,nuc 
1140,59.654,9,6.334,14,3.706,-1.612,0.153448,0.105369352273,170.903,37.1584561796,0.00588235294118,0.03125,0.00621118012422,0.0114335971856,0.0350877192982,0.0844327176781,5,0.455985915493,0.00216358590847,0.166666666667,0,0,0,0,0,0,0,0,0,nuc 
843,42.112,45,4.941,14,3.2,-3.111,0.227222411765,0.147971920455,161.192,36.3727256043,0,0.0540540540541,0,0.0120336943442,0.0,0.0988095238095,3,0.524433849821,0.0030303030303,0.220238095238,0,1,0,0,0,0,0,0,0,nuc 
852,84.636,9,5.546,11,3.056,-2.15,0.221789,0.224696181818,185.693,38.3403876014,0.00714285714286,0.0833333333333,0,0.0130023640662,0.0526315789474,0.107184923439,0,0.485849056604,0.00234340363544,0.136904761905,0,1,0,1.0,0,1.0,0,0,8,nuc 
