@RELATION /share/usr/briese/Pythonscrips/models/bacello_animals_model_features.arff
@ATTRIBUTE size numeric 
@ATTRIBUTE Mono_NLS_signal26 numeric 
@ATTRIBUTE Mip_signal13 numeric 
@ATTRIBUTE AutoCorrelatuion|d=3|1-20|hydrophob numeric 
@ATTRIBUTE AutoCorrelatuion|d=5|1-30|charge numeric 
@ATTRIBUTE AutoCorrelatuion|d=1|1--1|charge numeric 
@ATTRIBUTE Paacount|d=3|1-30|leucine|L numeric 
@ATTRIBUTE letterCount|1-30|C|aminoacid numeric 
@ATTRIBUTE maxPaacountNormed|-30--1|cysteine|C numeric 
@ATTRIBUTE maxPaacountNormed|1-90|hydrophob_very|2 numeric 
@ATTRIBUTE letterCountNormed|1-20|1|charged numeric 
@ATTRIBUTE maxPaacount|-100--1|structure_none|0 numeric 
@ATTRIBUTE maxPaacount|1--1|structure_sheet|2 numeric 
@ATTRIBUTE prosite_clust_cyt numeric 
@ATTRIBUTE prosite_clust_mem numeric 
@ATTRIBUTE 0005739 numeric 
@ATTRIBUTE 0005634 numeric 
@ATTRIBUTE 0016740 numeric 
@ATTRIBUTE 0005576 numeric 
@ATTRIBUTE go_one numeric 
@ATTRIBUTE response {cyt,mTP,nuc,SR} 
 
@DATA 
1397,25.504,-2.098,0.4770813125,37.0788511667,36.3029777762,0.0384615384615,0,0,0.0681818181818,0.0151515151515,0.15625,0.0579290369298,0,0,0,1.0,0,0,8,nuc 
1332,67.552,-2.397,0.170894375,24.17319975,34.4231697374,0.0,0,0,0.0454545454545,0.0133333333333,0.179775280899,0.0250759878419,0,0,0,0,0,0,0,nuc 
1383,59.162,-1.48,0.334942125,37.2087035833,35.1453675667,0.0384615384615,0,0,0.0574712643678,0.0,0.2625,0.0313182811362,0,0,0,1.0,0,0,0,nuc 
584,38.836,-2.949,0.1225626875,34.79154,37.0401655318,0.0,0,0,0.0681818181818,0.0666666666667,0.202247191011,0.0701754385965,0,0,0,1.0,0,0,10,nuc 
550,48.152,-1.575,0.284769625,31.884435,37.6617186673,0.0384615384615,1,0,0.015503875969,0.0714285714286,0.0729166666667,0.025641025641,0,0,0,1.0,0,0,8,nuc 
355,75.674,-1.889,0.142950125,44.4409045833,38.9083370114,0.0,0,0,0.00574712643678,0.030303030303,0.234567901235,0.0171428571429,0,0,0,1.0,0,0,8,nuc 
516,80.514,-2.867,0.14395025,28.538505,36.0439659435,0.0,0,0,0.0795454545455,0.119402985075,0.1,0.0413385826772,0,0,0,0,0,0,0,nuc 
359,82.594,-2.478,0.1165983125,27.8621429167,36.1669008399,0.0,0,0,0.0454545454545,0.121212121212,0.107142857143,0.0716332378223,0,0,0,1.0,0,0,8,nuc 
217,88.888,-2.53,0.2542179375,36.0708130833,37.373516986,0.0,0,0,0.0568181818182,0.037037037037,0.162790697674,0.0471698113208,0,0,0,1.0,0,0,8,nuc 
508,76.786,-2.191,0.1514635625,35.187401,37.9945744911,0.0,0,0,0.0340909090909,0.0294117647059,0.141176470588,0.034693877551,0,0,0,1.0,0,0,8,nuc 
1515,87.09,-0.831,0.2296763125,34.9412088333,36.7744970251,0.0,1,0,0.0681818181818,0.00990099009901,0.157894736842,0.0324503311258,0,0,0,1.0,0,0,0,nuc 
656,70.7,-3.806,0.1318175,26.0670586667,39.0127506784,0.0,1,0,0.0795454545455,0.0761904761905,0.0833333333333,0.0500782472613,0,0,0,1.0,0,0,0,nuc 
758,20.482,-2.871,0.426018,34.153835,37.0117407536,0.0,0,0,0.0340909090909,0.0,0.135802469136,0.0373831775701,0,0,0,0,0,0,0,nuc 
710,50.898,-2.509,0.26580475,32.7067866667,36.2738094031,0.0,1,0,0.0227272727273,0.0754716981132,0.234693877551,0.0346820809249,0,0,0,1.0,0,0,8,nuc 
325,46.7,-1.868,0.288632875,39.01710825,38.9239355745,0.0,0,0,0.0795454545455,0.027027027027,0.15,0.0254777070064,0,0,0,1.0,0,0,8,nuc 
335,31.004,-1.906,0.4898345625,36.8246981667,38.5284703765,0.0,0,0,0.0568181818182,0.0,0.290322580645,0.0222222222222,0,0,0,1.0,0,0,8,nuc 
1140,27.712,-1.848,0.304195,33.3611555,34.9377892551,0.0,1,0,0.147727272727,0.0,0.147727272727,0.076512455516,0,0,0,0,0,0,0,nuc 
427,67.458,-1.866,0.1285274375,48.4968575,38.9516755731,0.0,0,0,0.0909090909091,0.0555555555556,0.121951219512,0.0741626794258,0,0,0,0,0,0,0,nuc 
576,84.196,-2.062,0.1527816875,31.6114755833,35.6571223403,0.0384615384615,0,0,0.0568181818182,0.0597014925373,0.139534883721,0.064572425829,0,0,0,1.0,0,1.0,8,nuc 
326,93.936,-2.288,0.197700875,27.5771008333,40.7700870155,0.0,2,0,0.136363636364,0.113636363636,0.105882352941,0.0351437699681,1,0,0,1.0,0,0,0,nuc 
586,92.576,-2.833,0.310471875,36.35185625,36.672825717,0.0,0,0,0.0340909090909,0.0,0.142857142857,0.0398613518198,0,0,0,1.0,0,0,8,nuc 
327,52.356,-2.616,0.2590201875,34.1722259167,38.2588725926,0.0,0,0,0.0114942528736,0.166666666667,0.301204819277,0.0380952380952,0,0,0,1.0,0,0,8,nuc 
1107,75.156,-2.515,0.201022125,40.8653699167,37.5662832011,0.0,0,0,0.0454545454545,0.00719424460432,0.159090909091,0.0548947849954,0,0,0,1.0,1.0,0,0,nuc 
2286,99.948,-1.798,0.0808006875,38.3236088333,36.9990194831,0.0,0,0,0.0454545454545,0.00952380952381,0.0919540229885,0.0610989010989,0,0,0,0,0,0,0,nuc 
527,39.848,-0.585,0.2528114375,45.2420115,35.933079666,0.0384615384615,0,0,0.0795454545455,0.016393442623,0.108695652174,0.0767754318618,0,0,0,0,0,0,0,nuc 
1488,102.496,-2.206,0.07090425,44.9209883333,37.1717917818,0.0384615384615,0,0,0.0340909090909,0.0146341463415,0.2,0.0548780487805,0,0,1.0,1.0,1.0,0,8,nuc 
334,61.13,-2.251,0.1868030625,29.9882203333,38.3198406707,0.0384615384615,0,0,0.0340909090909,0.0612244897959,0.117647058824,0.0731707317073,0,0,0,1.0,1.0,0,8,nuc 
575,35.9,-2.128,0.207126375,47.4289223333,38.0019966993,0.0,0,0,0.102272727273,0.0289855072464,0.0864197530864,0.0504504504505,0,0,0,1.0,1.0,0,0,nuc 
911,34.556,-1.965,0.1332709375,31.868765,35.8115762786,0.0,1,0,0.0172413793103,0.0194174757282,0.25,0.026875699888,0,0,0,1.0,0,0,8,nuc 
1226,39.04,-3.441,0.330266125,37.1565748333,37.656009211,0.0,0,0,0.0681818181818,0.0,0.0804597701149,0.042904290429,0,0,0,1.0,0,0,8,nuc 
413,51.346,-3.37,0.2259735625,38.5307193333,34.3994196634,0.0384615384615,0,0,0.0681818181818,0.0357142857143,0.280898876404,0.0583756345178,0,0,0,1.0,0,0,8,nuc 
346,49.702,-4.139,0.204115,35.9178414167,34.9306817347,0.0,0,0,0.0454545454545,0.0227272727273,0.275,0.0513595166163,0,0,0,1.0,0,0,8,nuc 
281,62.794,-2.644,0.266752375,40.7234385,37.0978546547,0.0384615384615,1,0,0.0795454545455,0.0625,0.237113402062,0.0743494423792,0,0,0,1.0,0,0,8,nuc 
805,66.43,-1.741,0.2463935,34.86356275,36.0190647007,0.0,0,0,0.0681818181818,0.0,0.182926829268,0.0486891385768,0,0,0,1.0,0,0,8,nuc 
675,48.526,-1.109,0.23946025,34.1371265,36.2196106682,0.0384615384615,0,0,0.0681818181818,0.0298507462687,0.340909090909,0.0571428571429,0,0,0,1.0,0,0,8,nuc 
1129,42.42,-2.494,0.0593225625,24.7457008333,36.1061594005,0.0,2,0,0.0227272727273,0.0361445783133,0.184782608696,0.0418521816563,0,0,0,0,0,0,0,nuc 
478,34.772,-2.214,0.238847125,33.0300005833,37.4671782211,0.0,1,0,0.0681818181818,0.063829787234,0.0833333333333,0.0280172413793,0,0,0,1.0,0,0,8,nuc 
1333,52.228,-1.217,0.2087389375,34.8713029167,35.3857608669,0.0,0,0,0.0344827586207,0.00724637681159,0.112359550562,0.0699774266366,0,0,0,0,0,0,0,nuc 
431,44.378,-3.038,0.4281636875,36.3784664167,36.1771740397,0.0769230769231,1,0,0.136363636364,0.0243902439024,0.224719101124,0.0560975609756,0,0,0,1.0,0,0,8,nuc 
416,24.744,-2.527,0.241007125,32.4862568333,36.5145606659,0.0,0,0,0.0340909090909,0.130434782609,0.136363636364,0.0929648241206,0,0,0,1.0,0,0,8,nuc 
433,54.936,-3.175,0.185442375,31.69559875,36.1921413209,0.0,0,0,0.0271317829457,0.0975609756098,0.0975609756098,0.0896226415094,0,0,0,1.0,0,0,8,nuc 
497,38.962,-1.378,0.424563625,37.9503764167,37.7894374656,0.0,0,0,0.0681818181818,0.0,0.216494845361,0.0184426229508,0,0,0,1.0,0,0,8,nuc 
298,43.016,-3.222,0.096973375,39.2245925,37.0584067017,0.0,0,0,0.0340909090909,0.114285714286,0.148148148148,0.068345323741,0,0,0,1.0,0,0,8,nuc 
760,32.892,-2.34,0.41690925,31.2288486667,37.2087688164,0.0,0,0,0.102272727273,0.031914893617,0.136363636364,0.0775401069519,0,0,0,0,0,0,0,nuc 
798,72.264,-2.628,0.10576125,46.18048475,37.4971966692,0.0,0,0,0.0340909090909,0.018691588785,0.16091954023,0.0706033376123,0,0,0,0,0,0,0,nuc 
1186,143.228,-2.766,0.286762375,33.106737,36.1530962705,0.0384615384615,1,0,0.181818181818,0.00961538461538,0.224489795918,0.0351629502573,0,0,0,1.0,0,0,8,nuc 
551,41.63,-2.201,0.2713823125,34.45450325,37.9592099617,0.0,0,0,0.0909090909091,0.047619047619,0.214285714286,0.0374531835206,0,0,0,1.0,0,0,8,nuc 
486,32.396,-2.079,0.274421,30.8862834583,36.7520287557,0.0,1,0,0.0340909090909,0.04,0.184782608696,0.0566037735849,0,0,0,1.0,0,0,8,nuc 
519,62.398,-2.342,0.1479605625,33.6430316667,38.0696522112,0.0,1,0,0.0113636363636,0.0597014925373,0.075,0.0432220039293,0,0,1.0,1.0,0,0,8,nuc 
470,67.61,-2.039,0.181174875,38.1122320833,36.4693607238,0.0,1,0,0.0795454545455,0.0566037735849,0.105882352941,0.0498915401302,0,0,0,1.0,0,0,8,nuc 
472,49.104,-1.6,0.332251625,29.9812981667,38.0872014136,0.0,1,0,0.0795454545455,0.0208333333333,0.09375,0.0627705627706,0,0,0,1.0,0,0,8,nuc 
1419,82.194,-1.051,0.2018918125,37.19411175,37.5980041638,0.0384615384615,0,0,0.0232558139535,0.013698630137,0.114942528736,0.0420527441197,0,0,0,0,0,0,0,nuc 
490,35.448,-2.272,0.2417119375,34.3585305,36.62672377,0.0,2,0,0.0232558139535,0.0606060606061,0.170731707317,0.0524109014675,0,0,0,1.0,0,0,8,nuc 
518,32.214,-2.874,0.3100875625,36.67260025,35.8155225456,0.0,0,0,0.0344827586207,0.047619047619,0.0705882352941,0.038,0,0,0,1.0,0,0,8,nuc 
475,74.218,-3.123,0.206836625,41.2228214167,38.3557388602,0.0,1,0,0.0340909090909,0.0,0.228260869565,0.038961038961,0,0,0,1.0,0,0,8,nuc 
341,59.064,-2.982,0.229037375,33.5959504167,36.7021094882,0.0384615384615,1,0,0.0568181818182,0.114285714286,0.0833333333333,0.0703363914373,0,0,0,1.0,0,0,8,nuc 
452,36.352,-2.779,0.185078875,34.0606330833,38.4195352472,0.0,1,0,0.0574712643678,0.0327868852459,0.142857142857,0.0437788018433,0,0,0,1.0,0,0,8,nuc 
341,30.36,-2.478,0.3942318125,34.02404425,38.1345678728,0.0,1,0,0.0909090909091,0.046511627907,0.145833333333,0.0588235294118,0,0,0,1.0,0,0,0,nuc 
376,68.428,-2.701,0.12856275,33.57859275,38.3532043432,0.0,0,0,0.0454545454545,0.0869565217391,0.280898876404,0.0537634408602,0,0,0,1.0,0,0,8,nuc 
1051,51.152,-3.196,0.12178275,26.9409633333,36.5764515487,0.0,2,0,0.0387596899225,0.0405405405405,0.222222222222,0.0363288718929,0,0,0,1.0,0,0,8,nuc 
476,83.476,-1.306,0.1417518125,41.2736394167,37.9512791036,0.0,0,0,0.0568181818182,0.0857142857143,0.134020618557,0.0298507462687,0,0,0,1.0,0,0,8,nuc 
733,55.458,-1.378,0.2546044375,36.51010475,35.0283939329,0.0,0,0,0.0568181818182,0.0,0.154761904762,0.0932784636488,0,0,0,1.0,0,0,0,nuc 
365,47.31,-2.219,0.19464675,28.7543654167,36.2219703785,0.0,1,0,0.0909090909091,0.0697674418605,0.21686746988,0.041782729805,0,0,0,1.0,0,0,8,nuc 
456,56.636,-2.352,0.231589125,35.7770648333,36.1782038366,0.0,0,0,0.0229885057471,0.031746031746,0.265306122449,0.0377777777778,0,0,0,1.0,0,0,8,nuc 
412,78.378,-2.173,0.272385875,36.5368670833,35.2987605403,0.0,0,0,0.136363636364,0.0210526315789,0.0537634408602,0.0481012658228,0,0,1.0,1.0,0,1.0,0,nuc 
995,69.654,-1.904,0.142896875,41.042291,37.5884643327,0.0,0,0.00505050505051,0.00574712643678,0.0172413793103,0.2,0.0504032258065,0,0,0,1.0,0,0,8,nuc 
1151,64.466,-2.152,0.1611714375,37.2088291667,35.9854206211,0.0,1,0.00505050505051,0.0340909090909,0.0142857142857,0.183908045977,0.0519823788546,0,0,0,0,0,0,0,nuc 
595,58.682,-1.796,0.167051125,38.3702205833,35.8689925355,0.0,0,0,0.0568181818182,0.0461538461538,0.154639175258,0.0558375634518,0,0,0,1.0,0,0,8,nuc 
381,29.568,-1.496,0.188571125,30.0410016667,34.8572265423,0.0,1,0,0.0568181818182,0.0384615384615,0.228260869565,0.0566037735849,0,0,0,1.0,0,0,8,nuc 
325,60.308,-2.836,0.193756625,34.90620225,38.1953143012,0.0,0,0,0.0681818181818,0.0588235294118,0.228260869565,0.0501567398119,0,0,0,1.0,0,0,8,nuc 
428,65.048,-3.131,0.2145385625,35.2929342917,39.6037739459,0.0,0,0,0.0681818181818,0.0526315789474,0.202380952381,0.0366748166259,0,0,0,1.0,0,0,8,nuc 
553,72.51,-2.288,0.3465863125,33.5336095,37.0569020273,0.0,0,0,0.0340909090909,0.0,0.142857142857,0.0290909090909,0,0,0,1.0,0,0,8,nuc 
465,73.056,-1.963,0.1413399375,21.4456285833,37.2142821082,0.0,0,0,0.0340909090909,0.125,0.114942528736,0.0305010893246,0,0,0,1.0,0,0,8,nuc 
439,55.482,-1.381,0.1592086875,39.9626265,40.0210274656,0.0,0,0,0.0227272727273,0.0487804878049,0.147368421053,0.0357142857143,0,0,0,1.0,0,0,8,nuc 
319,77.532,-2.072,0.32981725,34.1645169583,39.830282019,0.0,0,0,0.0193798449612,0.0833333333333,0.204819277108,0.0287539936102,0,0,0,1.0,0,0,8,nuc 
481,49.444,-1.735,0.17424,35.2972685,37.9410512866,0.0,0,0,0.0227272727273,0.0810810810811,0.222222222222,0.0451612903226,0,0,0,1.0,0,0,8,nuc 
472,49.718,-2.344,0.410201625,35.3416096667,37.7822723667,0.0,1,0,0.0340909090909,0.025641025641,0.184782608696,0.0597345132743,0,0,0,1.0,0,0,8,nuc 
401,64.2,-2.254,0.28649025,33.0953174167,38.0203745452,0.0,0,0,0.0454545454545,0.030303030303,0.211764705882,0.0603674540682,0,0,0,1.0,0,0,8,nuc 
351,65.518,-3.4,0.279392875,34.3931943333,36.3256625287,0.0,0,0,0.0681818181818,0.0333333333333,0.168674698795,0.0451807228916,0,0,0,1.0,0,0,8,nuc 
421,42.882,-2.272,0.200851875,27.6744616667,35.8816536316,0.0,0,0,0.0454545454545,0.0727272727273,0.208333333333,0.0457831325301,0,0,0,1.0,0,0,8,nuc 
574,66.45,-1.912,0.28046775,33.1322,36.2770798389,0.0384615384615,0,0,0.0227272727273,0.0588235294118,0.233333333333,0.0379061371841,0,0,0,1.0,0,0,8,nuc 
345,49.01,-1.477,0.3628106875,38.1028100833,38.8695433743,0.0384615384615,0,0,0.0568181818182,0.0357142857143,0.2,0.0245398773006,0,0,0,1.0,0,0,8,nuc 
376,55.934,-2.203,0.2743641875,32.4966797917,38.8804369893,0.0,0,0,0.0340909090909,0.166666666667,0.185567010309,0.0307262569832,0,0,0,1.0,0,0,8,nuc 
763,70.55,-0.758,0.1687444375,44.3445670833,37.6079534829,0.0,0,0,0.0568181818182,0.0,0.298850574713,0.0408432147563,0,0,0,1.0,0,0,8,nuc 
648,26.408,-2.62,0.266665,34.5546995,36.2445544822,0.0,0,0,0.0227272727273,0.0327868852459,0.231707317073,0.0270700636943,0,0,0,1.0,0,0,8,nuc 
341,48.698,-2.152,0.17698375,41.4813016667,36.9092686834,0.0384615384615,1,0,0.0681818181818,0.05,0.195652173913,0.0547112462006,0,0,0,1.0,0,0,8,nuc 
329,49.806,-3.61,0.2193985625,33.4203882917,38.8211394417,0.0,0,0,0.0454545454545,0.08,0.180722891566,0.0433436532508,0,0,0,1.0,0,0,8,nuc 
808,30.848,-3.336,0.1970869375,33.0458728333,36.5468810919,0.0,1,0,0.0459770114943,0.0133333333333,0.132530120482,0.0575719649562,0,0,0,0,0,0,0,nuc 
1027,45.062,-1.716,0.246820375,31.3664366667,35.5129885449,0.0,0,0,0.0568181818182,0.0361445783133,0.0689655172414,0.0439453125,0,0,1.0,1.0,0,0,8,nuc 
456,107.764,-1.951,0.248946,32.15784125,36.3310040419,0.0,0,0,0.0227272727273,0.0227272727273,0.336842105263,0.0733944954128,0,0,0,1.0,0,0,8,nuc 
581,54.738,-1.839,0.338774375,32.9336766667,36.4460719394,0.0384615384615,1,0,0.159090909091,0.0277777777778,0.36170212766,0.0640138408304,1,0,0,1.0,0,0,8,nuc 
304,51.178,-2.804,0.314803375,30.6169250833,39.1721381395,0.0,0,0,0.0681818181818,0.235294117647,0.183673469388,0.0639730639731,0,0,0,1.0,0,0,8,nuc 
449,49.182,-2.858,0.275744875,33.6236230417,38.1290138094,0.0384615384615,0,0,0.0227272727273,0.0434782608696,0.195652173913,0.0518018018018,0,0,0,1.0,0,0,8,nuc 
508,161.026,-2.796,0.152112875,32.52576275,42.6210866317,0.0,1,0,0.0113636363636,0.105263157895,0.112244897959,0.0795228628231,0,0,0,1.0,0,0,8,nuc 
784,171.57,-0.693,0.0132299375,71.2479675,39.6005257644,0.0,0,0,0.0681818181818,0.00990099009901,0.132530120482,0.0545454545455,0,0,0,1.0,0,0,0,nuc 
504,52.36,-1.902,0.479992875,36.822468,36.3494817924,0.0,0,0,0.0747126436782,0.0,0.182926829268,0.0665322580645,0,0,0,1.0,0,0,8,nuc 
473,39.058,-3.382,0.1810415,25.8896496667,37.0462043511,0.0,0,0.0128205128205,0.0909090909091,0.0769230769231,0.329896907216,0.0256959314775,0,0,0,1.0,0,0,0,nuc 
541,39.376,-3.88,0.255125375,35.9960079167,37.6254347862,0.0,1,0,0.0909090909091,0.0,0.152941176471,0.0346153846154,0,0,0,1.0,0,0,8,nuc 
423,31.948,-2.198,0.1859946875,43.817504,39.230161219,0.0,0,0.0128205128205,0.0340909090909,0.0,0.0909090909091,0.0439024390244,0,0,0,1.0,0,0,8,nuc 
448,58.57,-1.971,0.234035875,39.6408146667,37.4289679124,0.0,0,0,0.0454545454545,0.0789473684211,0.1,0.04662004662,0,0,0,1.0,0,0,8,nuc 
1596,45.1,-2.032,0.08558475,38.190368625,37.0748457169,0.0,1,0.00649350649351,0.0116279069767,0.0198675496689,0.166666666667,0.036523929471,0,0,0,1.0,0,0,8,nuc 
789,31.84,-2.142,0.18434725,38.4722443333,37.6680366221,0.0,1,0.00505050505051,0.0402298850575,0.0579710144928,0.221052631579,0.0307692307692,0,0,0,1.0,0,0,8,nuc 
780,23.916,-2.293,0.3316270625,37.5030458333,37.5136642432,0.0,1,0,0.0340909090909,0.0,0.231707317073,0.0417209908735,0,0,0,1.0,0,0,8,nuc 
570,67.078,-1.706,0.3232126875,33.45570625,38.4061547196,0.0,3,0,0.181818181818,0.010989010989,0.111111111111,0.0690265486726,0,0,0,0,0,0,0,nuc 
419,74.256,-2.027,0.2555769375,34.2000570833,38.3057241707,0.0,0,0,0.0454545454545,0.0285714285714,0.173469387755,0.0375939849624,0,0,0,1.0,0,0,8,nuc 
257,63.14,-1.197,0.2396653125,37.0780315,38.728453122,0.0,1,0,0.0568181818182,0.0714285714286,0.214285714286,0.0571428571429,0,0,0,1.0,0,0,8,nuc 
305,52.738,-1.52,0.1870506875,33.753344,39.1217337682,0.0,0,0,0.125,0.0952380952381,0.150537634409,0.0436241610738,0,0,0,1.0,0,0,8,nuc 
959,37.774,-1.747,0.1928880625,34.6262836667,37.4731665669,0.0,2,0,0.125,0.015037593985,0.2375,0.0538542766631,0,0,0,1.0,0,0,0,nuc 
121,102.062,-0.51,0.2826891875,40.916955125,51.5683332034,0.0,0,0,0.0681818181818,0.0,0.037037037037,0.0695652173913,0,0,0,1.0,0,1.0,2,nuc 
148,83.562,-0.72,0.0353635,59.5051270833,50.8722449586,0.0,0,0,0.0340909090909,0.0,0.0777777777778,0.0314960629921,0,0,0,1.0,0,0,0,nuc 
371,55.222,-1.254,0.159261,48.6549305,39.633802712,0.0,0,0,0.0795454545455,0.0,0.163265306122,0.0509915014164,0,0,1.0,1.0,0,0,8,nuc 
148,110.244,-1.787,0.135121625,53.6899921667,48.6402605103,0.0,0,0,0.0454545454545,0.0,0.0952380952381,0.0704225352113,0,0,0,1.0,0,0,8,nuc 
378,69.236,-1.087,0.3051755625,33.49166,38.2394318,0.0,0,0,0.0795454545455,0.0,0.279069767442,0.0375335120643,0,0,0,1.0,0,0,8,nuc 
1189,30.404,-2.134,0.243633625,35.4819514167,37.1932054536,0.0,0,0,0.102272727273,0.025,0.159090909091,0.0388513513514,0,0,0,1.0,0,0,0,nuc 
990,41.712,-2.162,0.1368760625,38.3638161667,37.1948351895,0.0,1,0,0.0681818181818,0.0330578512397,0.217391304348,0.0366225839268,0,0,0,1.0,0,0,8,nuc 
516,49.334,-2.08,0.27668425,37.1512935833,35.6671118382,0.0,0,0,0.0568181818182,0.0144927536232,0.0941176470588,0.0521042084168,0,0,0,1.0,0,0,8,nuc 
209,92.82,-2.06,0.2446509375,37.9401615833,38.4512928981,0.0769230769231,1,0,0.0454545454545,0.0909090909091,0.120879120879,0.0539215686275,0,0,0,1.0,0,0,0,nuc 
308,54.38,-1.948,0.332542625,27.5671125,34.8617000131,0.0384615384615,0,0,0.0227272727273,0.0333333333333,0.101123595506,0.0902777777778,0,0,0,1.0,0,0,0,nuc 
288,58.78,-2.329,0.1342154375,31.6033785833,39.7572599404,0.0,0,0,0.0681818181818,0.142857142857,0.123456790123,0.0565371024735,0,0,0,1.0,0,0,8,nuc 
526,38.272,-2.557,0.1836123125,25.8661944167,36.3900242925,0.0,1,0.0128205128205,0.0287356321839,0.08,0.0909090909091,0.0512820512821,0,0,0,1.0,0,0,8,nuc 
282,60.072,-1.877,0.2287114375,34.56010825,38.3995011613,0.0,0,0,0.0568181818182,0.1,0.188888888889,0.0479704797048,0,0,0,1.0,0,0,8,nuc 
175,90.434,-1.112,0.17968625,46.0807648333,40.5612326105,0.0769230769231,0,0,0.0340909090909,0.133333333333,0.207317073171,0.0454545454545,0,0,0,1.0,0,0,8,nuc 
167,31.268,-1.3,0.237772375,42.133158,39.1638862683,0.0,0,0,0.0568181818182,0.125,0.149425287356,0.0251572327044,0,0,0,1.0,0,0,8,nuc 
231,37.402,-1.499,0.179617875,46.11104,44.2123950965,0.0,1,0.0185185185185,0.0681818181818,0.0,0.0941176470588,0.0803571428571,0,0,0,0,0,0,0,nuc 
170,51.584,-3.079,0.231982,26.5723324583,41.3146047305,0.0,0,0,0.0909090909091,0.153846153846,0.117021276596,0.0714285714286,0,0,0,1.0,0,1.0,2,nuc 
842,39.528,-2.773,0.0649335625,42.5895154167,36.7110792765,0.0,0,0,0.113636363636,0.00884955752212,0.135802469136,0.0796139927624,0,0,0,1.0,0,0,2,nuc 
688,33.748,-2.825,0.217416,37.3033103333,38.7254529066,0.0384615384615,1,0,0.147727272727,0.0240963855422,0.202247191011,0.0508982035928,1,0,0,1.0,0,0,8,nuc 
403,44.8,-1.443,0.2648969375,38.175075625,37.77342149,0.0,0,0,0.0340909090909,0.0769230769231,0.340425531915,0.015306122449,0,0,0,1.0,0,0,8,nuc 
104,85.766,-1.892,0.068443875,45.4665056667,41.1368499406,0.0,0,0,0,0.166666666667,0.18085106383,0.0119047619048,0,0,0,1.0,0,0,0,nuc 
351,48.75,-2.188,0.23757925,28.0474515,36.5866785632,0.0,2,0,0.125,0.0833333333333,0.252873563218,0.0712166172107,1,0,0,1.0,0,0,8,nuc 
187,48.854,-1.949,0.321261125,36.0576496667,40.8252563696,0.0,1,0,0.0340909090909,0.0625,0.136363636364,0.0604395604396,0,0,0,1.0,0,0,8,nuc 
542,69.564,-2.151,0.2933490625,29.1520174583,35.7240150297,0.0,1,0,0.0909090909091,0.0384615384615,0.236559139785,0.047619047619,0,0,0,1.0,0,0,8,nuc 
317,90.208,-3.127,0.27636425,39.3066009583,39.0945033153,0.0,0,0,0.0454545454545,0.0,0.168674698795,0.0352564102564,0,0,0,1.0,0,0,8,nuc 
346,79.656,-0.771,0.3339154375,34.732828875,36.109176898,0.0,0,0,0.0172413793103,0.0,0.217391304348,0.0630630630631,0,0,0,1.0,0,0,8,nuc 
439,43.448,-2.833,0.3400143125,33.6934829167,36.5360074862,0.0,0,0,0.0795454545455,0.015873015873,0.32183908046,0.0377358490566,0,0,0,1.0,0,0,8,nuc 
401,58.92,-3.79,0.1447855625,34.6679177083,38.5827583317,0.0,0,0,0.0172413793103,0.129032258065,0.0978260869565,0.0326633165829,0,0,0,1.0,0,0,8,nuc 
349,44.86,-1.807,0.387302625,32.6630661667,38.7874476069,0.0769230769231,1,0,0.0568181818182,0.0238095238095,0.13829787234,0.0436046511628,0,0,0,1.0,0,0,8,nuc 
552,57.726,-2.514,0.22458975,35.0301268333,36.7215326958,0.0,1,0,0.0193798449612,0.0363636363636,0.111111111111,0.0310786106033,0,0,0,1.0,0,0,8,nuc 
114,95.754,-1.224,0.3428385625,39.2779706667,40.3387712072,0.0,0,0,0.0454545454545,0.037037037037,0.15625,0.029702970297,0,0,1.0,1.0,0,0,8,nuc 
393,89.024,-4.957,0.224261625,33.5142741667,36.7705560333,0.0,0,0,0.0454545454545,0.0227272727273,0.228260869565,0.0411311053985,0,0,0,1.0,0,0,8,nuc 
109,77.198,-3.573,0.164004875,38.1308048333,44.290852717,0.0,0,0,0.0113636363636,0.0714285714286,0.252631578947,0.0222222222222,0,0,0,1.0,0,0,8,nuc 
576,57.104,-1.542,0.321645125,35.8068980833,36.5676871885,0.0,0,0,0.0344827586207,0.0151515151515,0.134831460674,0.027972027972,0,0,0,1.0,0,0,8,nuc 
782,58.998,-2.567,0.1996028125,30.6516531667,35.7945836277,0.0384615384615,1,0,0.0568181818182,0.0454545454545,0.1,0.0497382198953,0,0,0,1.0,0,0,8,nuc 
515,36.642,-1.35,0.2605750625,36.1118716667,37.3217532246,0.0,0,0,0.0454545454545,0.0,0.107142857143,0.0303643724696,0,0,0,1.0,0,0,8,nuc 
355,41.092,-2.354,0.2236665625,29.7911102917,36.834895429,0.0,0,0,0.0113636363636,0.0652173913043,0.103092783505,0.0628571428571,0,0,0,1.0,0,0,0,nuc 
824,89.39,-1.938,0.2436763125,44.5802155,37.0661956468,0.0,0,0,0.0172413793103,0.0232558139535,0.0888888888889,0.040243902439,0,0,0,0,0,0,8,nuc 
644,28.204,-0.943,0.5014433125,30.4986331667,36.402613131,0.0,2,0,0.227272727273,0.0121951219512,0.1875,0.0804416403785,0,0,0,0,0,0,0,nuc 
525,33.388,-2.139,0.29154975,31.7074156667,35.5547403736,0.0384615384615,1,0,0.125,0.012987012987,0.46875,0.043137254902,0,0,0,1.0,0,0,0,nuc 
